query	qlen.bp	qtrans.aa	hit	hlen.aa
Cladocopium209321_c0_seq5	741	115	sp|O23877|FENR3_ORYSJ	378
Cladocopium209321_c0_seq6	1790	322	sp|A2Y8E0|FENR1_ORYSI	362
Cladocopium209321_c0_seq7	654	115	sp|O23877|FENR3_ORYSJ	378
Cladocopium209321_c0_seq8	1352	321	sp|A2Y8E0|FENR1_ORYSI	362
Cladocopium209321_c0_seq9	1296	310	sp|A2Y8E0|FENR1_ORYSI	362
Cladocopium209321_c1_seq1	1198	372	sp|Q9LZQ9|DEAH2_ARATH	726
Cladocopium209323_c0_seq1	1912	203	sp|D4GR05|KDGK2_HALVD	318
Cladocopium209370_c0_seq1	3121	432	sp|O74465|HRR1_SCHPO	999
Cladocopium209370_c0_seq2	1518	247	sp|O74465|HRR1_SCHPO	999
Cladocopium209372_c0_seq1	562	137	sp|P35007|SAHH_CATRO	485
Cladocopium209406_c0_seq1	2961	468	sp|P16171|MERA_BACCE	631
Cladocopium209416_c0_seq1	959	110	sp|Q8H116|MNS2_ARATH	572
Cladocopium209419_c0_seq5	1348	380	sp|Q9LZG0|ADK2_ARATH	345
Cladocopium209422_c0_seq3	1355	277	sp|Q9FL25|KCO2_ARATH	443
Cladocopium209422_c0_seq4	1367	277	sp|Q9FL25|KCO2_ARATH	443
Cladocopium209452_c0_seq1	2947	435	sp|Q9BLG3|AMT2_DICDI	431
Cladocopium209452_c0_seq2	2929	435	sp|Q9BLG3|AMT2_DICDI	431
Cladocopium209456_c0_seq1	1188	211	sp|Q552R1|DCAF7_DICDI	325
Cladocopium209457_c0_seq1	557	184	sp|Q9C2U0|ALF_KLULA	361
Cladocopium209483_c0_seq1	3052	289	sp|A0QNZ7|MGLL_MYCS2	280
Cladocopium209490_c0_seq1	1365	210	sp|Q9ULJ7|ANR50_HUMAN	1429
Cladocopium209507_c0_seq1	4216	71	sp|Q8RZB5|CML10_ORYSJ	185
Cladocopium209507_c0_seq2	4252	71	sp|Q8RZB5|CML10_ORYSJ	185
Cladocopium209509_c0_seq2	2040	347	sp|Q99246|CAC1D_MOUSE	2179
Cladocopium209509_c0_seq3	1795	347	sp|Q99246|CAC1D_MOUSE	2179
Cladocopium209509_c0_seq6	2027	347	sp|Q99246|CAC1D_MOUSE	2179
Cladocopium209511_c0_seq1	1332	270	sp|Q7XJ53|P2C35_ARATH	348
Cladocopium209511_c0_seq5	1446	252	sp|Q9SD02|P2C47_ARATH	361
Cladocopium209527_c0_seq1	960	202	sp|P81370|TLP_ACTDE	225
Cladocopium209532_c0_seq1	1530	414	sp|O01735|YC91_CAEEL	586
Cladocopium209558_c0_seq1	767	239	sp|Q9GPM4|PGK_DICDI	420
Cladocopium209569_c0_seq1	1234	198	sp|P37610|TAUD_ECOLI	283
Cladocopium209571_c0_seq2	1173	89	sp|Q9Y7Z3|ACBP_SCHPO	87
Cladocopium209625_c0_seq3	1259	141	sp|Q8BM39|PRP18_MOUSE	342
Cladocopium209632_c0_seq1	2174	158	sp|Q6P2K3|CF20D_MOUSE	674
Cladocopium209632_c0_seq2	2192	158	sp|Q6P2K3|CF20D_MOUSE	674
Cladocopium209654_c0_seq1	1798	131	sp|A0LTX3|Y1111_ACIC1	311
Cladocopium209667_c0_seq1	1801	192	sp|P39398|LGOT_ECOLI	453
Cladocopium209675_c0_seq1	2168	288	sp|Q9ASR1|EF2_ARATH	843
Cladocopium209675_c0_seq2	2200	298	sp|Q9ASR1|EF2_ARATH	843
Cladocopium209676_c0_seq1	1297	80	sp|Q5DTY9|KCD16_MOUSE	427
Cladocopium209689_c0_seq1	2068	158	sp|Q5RGT6|ANGE2_DANRE	569
Cladocopium209689_c0_seq2	2057	252	sp|Q75BI3|CCR4_ASHGO	736
Cladocopium209693_c0_seq1	2814	354	sp|A9BEU2|GGS_PETMO	393
Cladocopium209693_c0_seq2	2796	354	sp|A9BEU2|GGS_PETMO	393
Cladocopium209698_c0_seq1	1275	277	sp|Q8BNU0|ARMC6_MOUSE	468
Cladocopium209698_c1_seq1	2886	855	sp|Q54I71|AARA_DICDI	757
Cladocopium209709_c0_seq1	1297	172	sp|B6QAN5|CBPYA_TALMQ	555
Cladocopium209709_c0_seq2	1812	386	sp|E5A7I6|CBPYA_LEPMJ	543
Cladocopium209709_c0_seq3	1805	391	sp|A7F4H5|CBPYA_SCLS1	546
Cladocopium209709_c0_seq5	1166	177	sp|P21529|CBP3_HORVU	508
Cladocopium209718_c1_seq1	1317	285	sp|B8LCD8|NNRE_THAPS	250
Cladocopium209737_c0_seq1	1248	301	sp|Q9TTJ5|RGN_BOVIN	299
Cladocopium209785_c0_seq1	2434	218	sp|Q9ULH0|KDIS_HUMAN	1771
Cladocopium209805_c0_seq1	2974	891	sp|Q15034|HERC3_HUMAN	1050
Cladocopium209805_c1_seq1	545	161	sp|Q15034|HERC3_HUMAN	1050
Cladocopium209812_c0_seq1	2086	596	sp|O82663|SDHA1_ARATH	634
Cladocopium209819_c0_seq1	929	257	sp|A5KE24|RSSA_PLAVS	263
Cladocopium209852_c0_seq1	1648	389	sp|Q3ZC89|MAP2_BOVIN	477
Cladocopium209852_c0_seq2	1581	389	sp|Q3ZC89|MAP2_BOVIN	477
Cladocopium209852_c0_seq3	1560	390	sp|E3L3Q8|MAP2_PUCGT	456
Cladocopium209852_c0_seq4	1903	389	sp|Q3ZC89|MAP2_BOVIN	477
Cladocopium209859_c0_seq2	2745	463	sp|O86564|SDHL_STRCO	455
Cladocopium209859_c0_seq4	2208	463	sp|O86564|SDHL_STRCO	455
Cladocopium209859_c0_seq5	2720	463	sp|O86564|SDHL_STRCO	455
Cladocopium209859_c0_seq6	2233	463	sp|O86564|SDHL_STRCO	455
Cladocopium209859_c0_seq7	2213	463	sp|O86564|SDHL_STRCO	455
Cladocopium209859_c0_seq9	2188	463	sp|O86564|SDHL_STRCO	455
Cladocopium209870_c0_seq1	2703	205	sp|Q6F3A6|CDPKA_ORYSJ	599
Cladocopium209870_c0_seq2	2737	205	sp|Q6F3A6|CDPKA_ORYSJ	599
Cladocopium209875_c0_seq1	1568	104	sp|Q2YDU3|OTUD5_RAT	566
Cladocopium209875_c0_seq3	1557	115	sp|F4K3M6|OTU7_ARATH	375
Cladocopium209875_c0_seq4	1022	123	sp|F4K3M6|OTU7_ARATH	375
Cladocopium209875_c0_seq5	1481	101	sp|Q5T2D3|OTUD3_HUMAN	398
Cladocopium209877_c0_seq1	2164	144	sp|Q9S4D5|TYLF_STRFR	256
Cladocopium209918_c0_seq2	695	89	sp|Q9LT17|BBR_ARATH	340
Cladocopium209918_c0_seq4	660	89	sp|Q9LT17|BBR_ARATH	340
Cladocopium209918_c0_seq6	645	89	sp|Q9LT17|BBR_ARATH	340
Cladocopium209921_c0_seq1	1737	438	sp|P09104|ENOG_HUMAN	434
Cladocopium209922_c0_seq1	751	204	sp|Q9SL02|RAD50_ARATH	1316
Cladocopium209922_c1_seq1	3372	294	sp|P70388|RAD50_MOUSE	1312
Cladocopium209935_c0_seq1	4545	866	sp|Q05549|HRQ1_YEAST	1077
Cladocopium209939_c1_seq1	4469	1230	sp|P22147|XRN1_YEAST	1528
Cladocopium209969_c0_seq1	2878	342	sp|Q12701|KSG1_SCHPO	592
Cladocopium209969_c0_seq2	2893	347	sp|Q12701|KSG1_SCHPO	592
Cladocopium209971_c0_seq1	1102	366	sp|Q41144|STC_RICCO	523
Cladocopium209987_c0_seq1	2519	384	sp|Q9TSZ3|KCNH2_CANLF	1158
Cladocopium209987_c0_seq2	2501	378	sp|Q12809|KCNH2_HUMAN	1159
Cladocopium209987_c0_seq4	1897	295	sp|O08962|KCNH2_RAT	1163
Cladocopium209987_c0_seq5	1917	295	sp|O08962|KCNH2_RAT	1163
Cladocopium209999_c0_seq1	5503	507	sp|P84634|DCL4_ARATH	1702
Cladocopium209999_c0_seq2	5515	507	sp|P84634|DCL4_ARATH	1702
Cladocopium210042_c1_seq1	1181	261	sp|P05102|MTH1_HAEPH	327
Cladocopium210042_c1_seq2	1643	363	sp|O14717|TRDMT_HUMAN	391
Cladocopium210047_c1_seq1	573	131	sp|P40978|RS19_ORYSJ	146
Cladocopium210047_c1_seq2	573	131	sp|P40978|RS19_ORYSJ	146
Cladocopium210047_c1_seq3	589	131	sp|P40978|RS19_ORYSJ	146
Cladocopium210047_c1_seq4	589	131	sp|P40978|RS19_ORYSJ	146
Cladocopium210054_c1_seq1	1236	298	sp|Q1RMP7|PPIL6_BOVIN	307
Cladocopium210059_c1_seq1	712	210	sp|Q5UPD4|YL060_MIMIV	621
Cladocopium210067_c1_seq1	1320	198	sp|Q9USW3|YHZ7_SCHPO	419
Cladocopium210071_c0_seq1	2138	202	sp|Q2XVR5|SC4AA_TETNG	1863
Cladocopium210071_c0_seq2	2279	222	sp|Q2XVR5|SC4AA_TETNG	1863
Cladocopium210071_c0_seq3	2227	231	sp|Q2XVR5|SC4AA_TETNG	1863
Cladocopium210071_c0_seq4	2227	231	sp|Q2XVR5|SC4AA_TETNG	1863
Cladocopium210071_c0_seq6	2138	202	sp|Q2XVR5|SC4AA_TETNG	1863
Cladocopium210129_c0_seq1	969	259	sp|Q5K2N1|DET2_SOLLC	257
Cladocopium210129_c0_seq2	982	191	sp|Q5K2N1|DET2_SOLLC	257
Cladocopium210139_c0_seq1	1132	295	sp|Q9PIN2|ZUPT_CAMJE	291
Cladocopium210142_c0_seq1	875	82	sp|Q3ZBP8|CO040_BOVIN	126
Cladocopium210142_c0_seq2	1659	83	sp|Q9CRC3|CO040_MOUSE	126
Cladocopium210143_c0_seq1	1666	484	sp|O44006|KPYK_EIMTE	531
Cladocopium210143_c0_seq2	1720	484	sp|O44006|KPYK_EIMTE	531
Cladocopium210148_c0_seq1	5129	1272	sp|Q9ZGI5|PIKA1_STRVZ	4613
Cladocopium210175_c0_seq1	3120	301	sp|C0LGV0|Y5487_ARATH	895
Cladocopium210180_c0_seq2	606	137	sp|Q07356|PDS_ARATH	566
Cladocopium210186_c0_seq1	2847	305	sp|Q9SIC9|PP178_ARATH	918
Cladocopium210186_c0_seq2	2903	358	sp|O04491|PPR26_ARATH	607
Cladocopium210186_c0_seq3	2906	418	sp|Q9SIC9|PP178_ARATH	918
Cladocopium210186_c0_seq4	2962	422	sp|O81908|PPR2_ARATH	710
Cladocopium210198_c0_seq1	1170	355	sp|Q803I2|ERGI3_DANRE	383
Cladocopium210198_c0_seq2	1217	355	sp|Q803I2|ERGI3_DANRE	383
Cladocopium210214_c0_seq1	3646	591	sp|O60055|UTP20_SCHPO	2493
Cladocopium210219_c0_seq1	5516	313	sp|Q86TW2|ADCK1_HUMAN	530
Cladocopium210220_c0_seq1	3703	280	sp|Q05609|CTR1_ARATH	821
Cladocopium210221_c1_seq1	4003	277	sp|Q80UE6|WNK4_MOUSE	1222
Cladocopium210225_c0_seq1	2781	857	sp|Q11011|PSA_MOUSE	920
Cladocopium210237_c0_seq1	3208	854	sp|Q9EPL8|IPO7_MOUSE	1038
Cladocopium210237_c0_seq2	3224	854	sp|Q9EPL8|IPO7_MOUSE	1038
Cladocopium210273_c0_seq1	1499	457	sp|Q54IT3|AOFA_DICDI	456
Cladocopium210292_c0_seq1	1863	225	sp|Q6IRP4|ABHDD_XENLA	336
Cladocopium210295_c0_seq1	1459	220	sp|Q8IV48|ERI1_HUMAN	349
Cladocopium210302_c0_seq1	1934	507	sp|Q54S12|TM104_DICDI	499
Cladocopium210316_c0_seq1	1347	144	sp|Q6AXL5|HBAP1_DANRE	449
Cladocopium210316_c0_seq2	1350	144	sp|Q6AXL5|HBAP1_DANRE	449
Cladocopium210316_c0_seq3	1750	144	sp|Q6AXL5|HBAP1_DANRE	449
Cladocopium210321_c0_seq1	2108	219	sp|P59913|PCMD1_MOUSE	357
Cladocopium210321_c0_seq2	1823	219	sp|P59913|PCMD1_MOUSE	357
Cladocopium210321_c0_seq3	1816	219	sp|P59913|PCMD1_MOUSE	357
Cladocopium210321_c0_seq4	2221	219	sp|P59913|PCMD1_MOUSE	357
Cladocopium210333_c0_seq1	3173	111	sp|Q767L8|MDC1_PIG	2042
Cladocopium210337_c0_seq1	2526	474	sp|P23249|MOV10_MOUSE	1004
Cladocopium210349_c0_seq1	2155	493	sp|Q1LVN8|SELO1_DANRE	692
Cladocopium210360_c0_seq1	2621	465	sp|Q5R8I6|TBC23_PONAB	684
Cladocopium210395_c0_seq1	2842	586	sp|Q6NQ83|PP247_ARATH	619
Cladocopium210406_c0_seq1	931	98	sp|Q9M0N1|PUX10_ARATH	480
Cladocopium210432_c0_seq1	6985	618	sp|Q9SFU6|CALS9_ARATH	1890
Cladocopium210443_c0_seq1	2308	621	sp|P0A5F6|Y1866_MYCBO	628
Cladocopium210443_c0_seq2	1127	192	sp|P0A5F6|Y1866_MYCBO	628
Cladocopium210443_c0_seq3	2323	621	sp|P0A5F6|Y1866_MYCBO	628
Cladocopium210461_c0_seq1	1244	259	sp|Q940A2|P2C31_ARATH	658
Cladocopium210485_c0_seq1	1914	295	sp|Q9JHK4|PGTA_MOUSE	567
Cladocopium210491_c0_seq1	2422	523	sp|Q6IR74|CTL1_XENLA	651
Cladocopium210497_c0_seq1	1572	272	sp|P51957|NEK4_HUMAN	841
Cladocopium210497_c0_seq2	1791	281	sp|P51957|NEK4_HUMAN	841
Cladocopium210547_c0_seq1	1761	247	sp|Q10137|SEC14_SCHPO	286
Cladocopium210568_c0_seq1	3979	1143	sp|O24308|TOP2_PEA	1462
Cladocopium210588_c0_seq1	889	188	sp|G3X987|GIMA9_MOUSE	291
Cladocopium210597_c0_seq1	1111	247	sp|O25441|Y745_HELPY	327
Cladocopium210597_c0_seq3	2453	228	sp|Q9ZL98|Y745_HELPJ	327
Cladocopium210597_c0_seq5	3167	228	sp|Q9ZL98|Y745_HELPJ	327
Cladocopium210597_c0_seq8	2996	228	sp|Q9ZL98|Y745_HELPJ	327
Cladocopium210600_c0_seq1	1429	138	sp|Q9P1Z3|HCN3_HUMAN	774
Cladocopium210600_c0_seq2	1401	138	sp|Q9P1Z3|HCN3_HUMAN	774
Cladocopium210600_c0_seq3	1447	138	sp|Q9P1Z3|HCN3_HUMAN	774
Cladocopium210600_c0_seq4	1419	138	sp|Q9P1Z3|HCN3_HUMAN	774
Cladocopium210622_c0_seq1	3242	180	sp|P39598|YWBO_BACSU	200
Cladocopium210622_c0_seq2	3255	180	sp|P39598|YWBO_BACSU	200
Cladocopium210623_c0_seq1	1653	93	sp|Q7XA06|SYT3_ARATH	540
Cladocopium210625_c0_seq1	1272	163	sp|B6TNK6|MOC31_MAIZE	468
Cladocopium210628_c0_seq4	881	52	sp|Q5BIY5|RN145_XENLA	695
Cladocopium210646_c0_seq1	3007	882	sp|Q13237|KGP2_HUMAN	762
Cladocopium210668_c0_seq3	1242	43	sp|Q9R1S8|CAN7_MOUSE	813
Cladocopium210676_c0_seq1	1762	456	sp|Q5R4Q7|LZTR1_PONAB	840
Cladocopium210684_c0_seq1	1015	213	sp|Q9EQK7|ICMT_MOUSE	283
Cladocopium210689_c0_seq1	1411	402	sp|Q8L840|RQL4A_ARATH	1188
Cladocopium210701_c1_seq1	1231	291	sp|Q00808|HETE1_PODAS	1356
Cladocopium210708_c0_seq1	1622	305	sp|Q8YTC2|Y2800_NOSS1	1258
Cladocopium210708_c0_seq2	1595	305	sp|Q8YTC2|Y2800_NOSS1	1258
Cladocopium210710_c0_seq1	1196	202	sp|Q5H8C4|VP13A_MOUSE	3166
Cladocopium210710_c0_seq2	2454	202	sp|Q5H8C4|VP13A_MOUSE	3166
Cladocopium210710_c0_seq3	1006	202	sp|Q5H8C4|VP13A_MOUSE	3166
Cladocopium210740_c0_seq1	1052	188	sp|P0AC59|GLRX2_ECOLI	215
Cladocopium210740_c0_seq2	1041	237	sp|P0AC59|GLRX2_ECOLI	215
Cladocopium210769_c1_seq1	1025	216	sp|Q19VA2|ATPI_CHLAT	249
Cladocopium210769_c2_seq1	672	181	sp|Q00825|ATPI_TRICV	242
Cladocopium210777_c0_seq1	953	256	sp|Q86Z98|KINH_GIBMO	931
Cladocopium210813_c0_seq1	2840	454	sp|P38657|PDIA3_BOVIN	505
Cladocopium210815_c0_seq1	1063	269	sp|Q10156|LKH1_SCHPO	690
Cladocopium210815_c0_seq2	1342	276	sp|Q10156|LKH1_SCHPO	690
Cladocopium210815_c0_seq3	1084	276	sp|Q10156|LKH1_SCHPO	690
Cladocopium210815_c0_seq4	1275	336	sp|P51568|AFC3_ARATH	400
Cladocopium210815_c0_seq5	1296	343	sp|P51568|AFC3_ARATH	400
Cladocopium210815_c0_seq6	1321	313	sp|P49760|CLK2_HUMAN	499
Cladocopium210828_c0_seq1	938	186	sp|Q9K0I2|PPSA_NEIMB	794
Cladocopium210828_c0_seq2	949	186	sp|Q9K0I2|PPSA_NEIMB	794
Cladocopium210856_c0_seq4	724	175	sp|Q8KSC8|RDPA_SPHHM	295
Cladocopium210882_c0_seq2	6151	557	sp|Q7QCW2|SPNE_ANOGA	1463
Cladocopium210882_c0_seq4	6159	557	sp|Q7QCW2|SPNE_ANOGA	1463
Cladocopium210882_c0_seq5	6132	557	sp|Q7QCW2|SPNE_ANOGA	1463
Cladocopium210882_c0_seq6	6124	557	sp|Q7QCW2|SPNE_ANOGA	1463
Cladocopium210892_c0_seq1	522	126	sp|Q55CP6|DDX1_DICDI	765
Cladocopium210892_c1_seq1	2817	384	sp|Q9VYS3|RENT1_DROME	1180
Cladocopium210925_c0_seq1	4711	226	sp|Q75J39|CKI4_ORYSJ	901
Cladocopium210935_c0_seq1	1771	149	sp|Q8BX90|FND3A_MOUSE	1198
Cladocopium210940_c0_seq1	708	188	sp|A7GC28|ADD_CLOBL	335
Cladocopium210940_c2_seq1	688	176	sp|P56658|ADA_BOVIN	363
Cladocopium210953_c0_seq1	2352	314	sp|Q9SK28|FH18_ARATH	1144
Cladocopium210961_c1_seq2	2921	415	sp|Q00839|HNRPU_HUMAN	825
Cladocopium210961_c1_seq4	2837	415	sp|Q00839|HNRPU_HUMAN	825
Cladocopium210964_c0_seq1	1708	168	sp|Q9NF14|BAT40_CAEEL	402
Cladocopium211000_c0_seq1	1887	144	sp|Q9WWU5|ATSK_PSEPU	301
Cladocopium211004_c0_seq1	2081	577	sp|Q397X6|HCP_BURL3	555
Cladocopium211007_c0_seq5	3297	220	sp|Q5FVR4|ERI1_RAT	345
Cladocopium211007_c0_seq7	1549	220	sp|Q5FVR4|ERI1_RAT	345
Cladocopium211007_c0_seq8	3317	220	sp|Q5FVR4|ERI1_RAT	345
Cladocopium211027_c0_seq1	749	200	sp|Q5VQL1|RH14_ORYSJ	708
Cladocopium211055_c0_seq1	1190	208	sp|Q8BPG6|SUMF2_MOUSE	308
Cladocopium211062_c0_seq1	4778	1350	sp|Q9FNB0|CHLH_ARATH	1381
Cladocopium211067_c0_seq1	912	98	sp|Q9SK39|SBP3_ARATH	100
Cladocopium211091_c0_seq1	2574	174	sp|Q6P2Y3|DNJC2_XENTR	620
Cladocopium211093_c0_seq1	1475	446	sp|Q803X4|DCA13_DANRE	445
Cladocopium211098_c0_seq1	1082	183	sp|Q0C7C4|LOVG_AEDAE	275
Cladocopium211098_c1_seq1	6956	1310	sp|E9F8M3|SWNK_METRA	2488
Cladocopium211099_c0_seq1	957	250	sp|Q9EPH8|PABP1_RAT	636
Cladocopium211099_c0_seq2	730	178	sp|P29341|PABP1_MOUSE	636
Cladocopium211105_c0_seq1	1052	201	sp|P61798|APTX_CHICK	316
Cladocopium211105_c0_seq2	1023	201	sp|P61798|APTX_CHICK	316
Cladocopium211135_c0_seq1	2659	252	sp|O74411|MEU10_SCHPO	416
Cladocopium211156_c0_seq1	1934	428	sp|Q9K0N0|UBIB_NEIMB	503
Cladocopium211156_c0_seq2	1889	414	sp|Q9K0N0|UBIB_NEIMB	503
Cladocopium211190_c1_seq1	2327	583	sp|Q01899|HSP7M_PHAVU	675
Cladocopium211190_c1_seq2	2342	583	sp|Q01899|HSP7M_PHAVU	675
Cladocopium211205_c0_seq1	2592	248	sp|Q43088|RBCMT_PEA	489
Cladocopium211217_c0_seq1	704	120	sp|Q9P2D0|IBTK_HUMAN	1353
Cladocopium211217_c0_seq5	833	149	sp|Q8IVU3|HERC6_HUMAN	1022
Cladocopium211217_c0_seq6	958	204	sp|F2Z461|HERC6_MOUSE	1003
Cladocopium211218_c0_seq1	1420	274	sp|Q5R6D1|CATB_PONAB	339
Cladocopium211280_c0_seq1	1843	414	sp|Q02357|ANK1_MOUSE	1862
Cladocopium211281_c0_seq1	1661	352	sp|P46313|FAD6E_ARATH	383
Cladocopium211287_c0_seq1	2419	286	sp|Q00808|HETE1_PODAS	1356
Cladocopium211287_c0_seq2	2314	295	sp|P90648|MHCKB_DICDI	732
Cladocopium211322_c0_seq1	663	176	sp|P41129|RL132_BRANA	206
Cladocopium211357_c1_seq1	861	197	sp|Q5ENN5|RBL2_HETTR	740
Cladocopium211357_c1_seq4	776	215	sp|Q5ENN5|RBL2_HETTR	740
Cladocopium211375_c0_seq1	4057	873	sp|Q6ZR08|DYH12_HUMAN	3092
Cladocopium211446_c0_seq1	741	75	sp|Q5B630|PABP_EMENI	732
Cladocopium211446_c0_seq3	2095	653	sp|Q5B630|PABP_EMENI	732
Cladocopium211446_c0_seq4	1755	434	sp|Q5B630|PABP_EMENI	732
Cladocopium211450_c0_seq1	3026	737	sp|A5PN09|UBP20_DANRE	911
Cladocopium211461_c0_seq1	1696	310	sp|Q9LSD0|RIR2C_ARATH	332
Cladocopium211461_c0_seq2	1768	322	sp|Q9LSD0|RIR2C_ARATH	332
Cladocopium211473_c1_seq1	779	108	sp|Q8H2T0|P2C65_ORYSJ	399
Cladocopium211509_c0_seq2	681	225	sp|Q54WR9|GLNA3_DICDI	735
Cladocopium211513_c0_seq1	523	125	sp|Q84L08|GFT1_ARATH	341
Cladocopium211542_c0_seq1	1036	327	sp|Q9LJX8|VPED_ARATH	466
Cladocopium211557_c1_seq2	1064	67	sp|Q80VL1|TDRKH_MOUSE	560
