query	qlen.bp	qtrans.aa	hit	hlen.aa
Mcavernosa26867-RA	2078	337	sp|Q08BW0|OTU5A_DANRE	560
Mcavernosa26865-RA	2639	242	sp|Q9I958|MK14B_CYPCA	361
Mcavernosa26868-RA	2449	680	sp|Q6DDW2|ELAP2_XENLA	995
Mcavernosa26866-RA	2473	638	sp|Q9NVH0|EXD2_HUMAN	621
Mcavernosa26872-RA	246	75	sp|Q9GL30|PLBL1_BOVIN	545
Mcavernosa26869-RA	503	120	sp|Q6P4A8|PLBL1_HUMAN	553
Mcavernosa26874-RA	1145	366	sp|Q9W352|CXXC1_DROME	663
Mcavernosa26873-RA	3139	616	sp|P52756|RBM5_HUMAN	815
Mcavernosa26887-RA	444	140	sp|C3YWU0|FUCO_BRAFL	449
Mcavernosa26884-RA	758	187	sp|O75355|ENTP3_HUMAN	529
Mcavernosa26878-RA	1614	307	sp|P9WMV9|CHOD_MYCTU	578
Mcavernosa26883-RA	343	107	sp|P49961|ENTP1_HUMAN	510
Mcavernosa26879-RA	408	92	sp|Q9JI12|VGLU2_RAT	582
Mcavernosa26886-RA	459	153	sp|C3YWU0|FUCO_BRAFL	449
Mcavernosa26876-RA	426	110	sp|Q9JI12|VGLU2_RAT	582
Mcavernosa26881-RA	681	221	sp|P91928|MIC60_DROME	739
Mcavernosa26882-RA	296	40	sp|P49961|ENTP1_HUMAN	510
Mcavernosa26877-RA	615	205	sp|Q9V7S5|PICO_DROME	529
Mcavernosa26891-RA	3743	658	sp|O54923|EXOC6_RAT	804
Mcavernosa26889-RA	960	34	sp|Q5MAU8|PPA27_ARATH	611
Mcavernosa26885-RA	2070	196	sp|Q9BRR0|ZKSC3_HUMAN	538
Mcavernosa26890-RA	1353	214	sp|O00339|MATN2_HUMAN	956
Mcavernosa26888-RA	961	248	sp|C3YWU0|FUCO_BRAFL	449
Mcavernosa26900-RA	1956	437	sp|Q9Y6A2|CP46A_HUMAN	500
Mcavernosa26924-RA	1112	221	sp|A7ZA24|UNG_BACVZ	227
Mcavernosa26925-RA	849	214	sp|A7ZA24|UNG_BACVZ	227
Mcavernosa26926-RA	948	219	sp|A6UDC0|UNG_SINMW	241
Mcavernosa26927-RA	1059	285	sp|Q924H0|NPFF2_MOUSE	417
Mcavernosa26930-RA	1937	329	sp|Q5T2R2|DPS1_HUMAN	415
Mcavernosa26945-RA	561	173	sp|Q54KA7|SECG_DICDI	986
Mcavernosa26944-RA	279	86	sp|Q6F6B3|TANC1_RAT	1849
Mcavernosa26946-RA	1200	385	sp|Q9ULJ7|ANR50_HUMAN	1429
Mcavernosa26961-RA	2378	457	sp|O70324|MOT8_MOUSE	545
Mcavernosa26960-RA	2422	262	sp|P18475|TORSO_DROME	923
Mcavernosa26962-RA	1353	114	sp|Q91147|FGFR2_NOTVI	729
Mcavernosa26963-RA	813	216	sp|Q9MYM7|B3GT1_PONPY	326
Mcavernosa26973-RA	1698	551	sp|A4IF63|TRIM2_BOVIN	744
Mcavernosa26969-RA	4866	441	sp|Q5BKC9|NGEF_RAT	701
Mcavernosa26970-RA	876	217	sp|P00940|TPIS_CHICK	248
Mcavernosa26968-RA	471	156	sp|Q5XJ36|PARK7_DANRE	189
Mcavernosa26967-RA	1209	250	sp|Q6B9X6|VWKA_DICDI	625
Mcavernosa26965-RA	1548	37	sp|A1Z9J4|DJ1A_DROME	217
Mcavernosa26974-RA	904	204	sp|Q19673|TYR3_CAEEL	693
Mcavernosa26978-RA	1509	184	sp|P29341|PABP1_MOUSE	636
Mcavernosa26984-RA	579	155	sp|Q54JR2|ABCC3_DICDI	1412
Mcavernosa26980-RA	1340	435	sp|Q70JS2|KELC_ANOST	1499
Mcavernosa26986-RA	891	133	sp|E9Q236|MRP4_MOUSE	1325
Mcavernosa26981-RA	1239	361	sp|O15439|MRP4_HUMAN	1325
Mcavernosa26982-RA	915	185	sp|O15439|MRP4_HUMAN	1325
Mcavernosa26989-RA	1203	231	sp|Q8WV92|MITD1_HUMAN	249
Mcavernosa26987-RA	636	208	sp|Q8WV41|SNX33_HUMAN	574
Mcavernosa26991-RA	825	271	sp|Q06194|FA8_MOUSE	2319
Mcavernosa26996-RA	8747	1413	sp|Q09666|AHNK_HUMAN	5890
Mcavernosa26995-RA	1243	92	sp|P38446|NUCA_NOSS1	274
Mcavernosa26994-RA	2228	609	sp|Q7T2Z5|UNC5C_CHICK	931
Mcavernosa27002-RA	2679	205	sp|Q9R0N7|SYT7_MOUSE	403
Mcavernosa27000-RA	600	130	sp|Q6NXR0|IIGP5_HUMAN	463
Mcavernosa27001-RA	1478	144	sp|Q7SXA9|MUS81_DANRE	604
Mcavernosa26998-RA	1392	332	sp|Q640B4|MUS81_XENTR	612
Mcavernosa27008-RA	2892	668	sp|Q96F81|DISP1_HUMAN	1524
Mcavernosa27010-RA	3800	847	sp|B9U3F2|DISP3_CHICK	1338
Mcavernosa27007-RA	456	119	sp|P86397|HTD2_HUMAN	168
Mcavernosa27009-RA	960	248	sp|Q96F81|DISP1_HUMAN	1524
Mcavernosa27005-RA	453	75	sp|Q9DE13|BAZ2B_CHICK	2130
Mcavernosa27004-RA	2295	640	sp|Q9UBT6|POLK_HUMAN	870
Mcavernosa27006-RA	1759	166	sp|Q5EGE1|ISM1_DANRE	461
Mcavernosa27011-RA	972	248	sp|Q8UWA5|CAH2_TRIHK	260
Mcavernosa27013-RA	729	164	sp|Q8UWA5|CAH2_TRIHK	260
Mcavernosa27020-RA	997	285	sp|Q9D8N2|DEN10_MOUSE	357
Mcavernosa27017-RA	3879	1102	sp|Q9DBV3|DHX34_MOUSE	1145
Mcavernosa27019-RA	1068	329	sp|O02835|NPY1R_PIG	383
Mcavernosa27021-RA	1113	316	sp|O02824|ADA1A_RABIT	466
Mcavernosa27023-RA	1383	165	sp|Q9P2E3|ZNFX1_HUMAN	1918
Mcavernosa27015-RA	468	101	sp|P47207|TCPB_CAEEL	529
Mcavernosa27022-RA	1110	307	sp|Q8R151|ZNFX1_MOUSE	1909
Mcavernosa27030-RA	2568	652	sp|F1QQC3|LOL2A_DANRE	737
Mcavernosa27027-RA	1002	308	sp|P97288|5HT4R_MOUSE	388
Mcavernosa27034-RA	366	115	sp|O75936|BODG_HUMAN	387
Mcavernosa27028-RA	984	212	sp|P28301|LYOX_MOUSE	411
Mcavernosa27029-RA	901	210	sp|G3V801|NETR_RAT	761
Mcavernosa27033-RA	1023	283	sp|Q5R5D8|BODG_PONAB	387
Mcavernosa27032-RA	210	67	sp|Q5R5D8|BODG_PONAB	387
Mcavernosa27044-RA	1849	553	sp|Q5VU97|CAHD1_HUMAN	1274
Mcavernosa27041-RA	3087	586	sp|Q5VU97|CAHD1_HUMAN	1274
Mcavernosa27058-RA	4164	1192	sp|M9NDE3|BARK_DROME	3123
Mcavernosa27050-RA	6716	773	sp|P15800|LAMB2_RAT	1801
Mcavernosa27053-RA	1786	335	sp|Q8VDB2|ALG12_MOUSE	486
Mcavernosa27059-RA	4535	930	sp|M9NDE3|BARK_DROME	3123
Mcavernosa27061-RA	3076	303	sp|Q9W7R3|TEN4_DANRE	2824
Mcavernosa27055-RA	2597	471	sp|O75131|CPNE3_HUMAN	537
Mcavernosa27056-RA	1452	276	sp|Q5ZII3|TPRA1_CHICK	364
Mcavernosa27064-RA	1751	324	sp|D3Z5L6|S18B1_MOUSE	459
Mcavernosa27073-RA	832	109	sp|A9CB25|S22A4_PAPAN	551
Mcavernosa27067-RA	699	127	sp|Q6NT16|S18B1_HUMAN	456
Mcavernosa27071-RA	408	123	sp|Q6NT16|S18B1_HUMAN	456
Mcavernosa27069-RA	366	83	sp|D3Z5L6|S18B1_MOUSE	459
Mcavernosa27078-RA	438	98	sp|Q90596|MAFK_CHICK	156
Mcavernosa27087-RA	1752	317	sp|Q9NP92|RT30_HUMAN	439
Mcavernosa27085-RA	1408	364	sp|Q5BK63|NDUA9_RAT	377
Mcavernosa27086-RA	869	142	sp|Q9Y3D8|KAD6_HUMAN	172
Mcavernosa27083-RA	1089	89	sp|Q9PVY8|FXC2B_XENLA	461
Mcavernosa27080-RA	1794	301	sp|Q9BVS4|RIOK2_HUMAN	552
Mcavernosa27082-RA	792	263	sp|Q9BVS4|RIOK2_HUMAN	552
Mcavernosa27090-RA	1186	166	sp|P16170|NCA11_XENLA	1088
Mcavernosa27095-RA	1076	268	sp|Q00168|KCC2A_DROME	530
Mcavernosa27093-RA	1315	192	sp|Q9TXJ0|CMK1_CAEEL	348
Mcavernosa27100-RA	1306	307	sp|Q5R778|ACD11_PONAB	781
Mcavernosa27096-RA	1051	200	sp|Q5R778|ACD11_PONAB	781
Mcavernosa27108-RA	734	169	sp|Q9VHD3|MAAI1_DROME	246
Mcavernosa27106-RA	1386	285	sp|Q8CFJ7|S2545_MOUSE	288
Mcavernosa27105-RA	1602	188	sp|Q29HY3|CDC42_DROPS	191
Mcavernosa27109-RA	3255	437	sp|A0JM23|NPHP3_XENTR	1311
Mcavernosa27116-RA	5451	1414	sp|F8VQB6|MYO10_MOUSE	2062
Mcavernosa27117-RA	480	149	sp|F8VQB6|MYO10_MOUSE	2062
Mcavernosa27122-RA	1713	102	sp|Q5REX3|ZFR_PONAB	1074
Mcavernosa27121-RA	878	257	sp|Q642F4|SC22A_RAT	307
Mcavernosa27123-RA	786	139	sp|Q9I928|FUCL4_ANGJA	179
Mcavernosa27126-RA	178	55	sp|P18433|PTPRA_HUMAN	802
Mcavernosa20066-RA	1125	290	sp|P43141|ADB4C_MELGA	428
Mcavernosa20071-RA	503	130	sp|G5ECX0|LPLT2_CAEEL	1338
Mcavernosa20067-RA	948	296	sp|P49217|MTR1A_PHOSU	353
Mcavernosa20073-RA	499	81	sp|A6QLU6|AGRD1_BOVIN	902
Mcavernosa20077-RA	543	77	sp|E9Q4J9|AGRF2_MOUSE	644
Mcavernosa20078-RA	330	98	sp|A6QLU6|AGRD1_BOVIN	902
Mcavernosa20075-RA	204	64	sp|Q5R9I6|PSMD2_PONAB	908
Mcavernosa20088-RA	2665	273	sp|Q9C0D7|ZC12C_HUMAN	883
Mcavernosa20084-RA	969	123	sp|Q3T022|SAP18_BOVIN	153
Mcavernosa20086-RA	4329	1385	sp|Q5TCS8|KAD9_HUMAN	1911
Mcavernosa20083-RA	1249	95	sp|Q9NWT6|HIF1N_HUMAN	349
Mcavernosa20087-RA	3587	231	sp|Q5TCS8|KAD9_HUMAN	1911
Mcavernosa20090-RA	2739	857	sp|P98170|XIAP_HUMAN	497
Mcavernosa20093-RA	3467	379	sp|Q9UA35|S28A3_EPTST	683
Mcavernosa20096-RA	1683	532	sp|Q4R380|DPOLL_MACFA	575
Mcavernosa20089-RA	6355	191	sp|A6QQJ8|ZC12A_BOVIN	583
Mcavernosa20097-RA	1953	610	sp|Q6P9I7|SMC6_XENLA	1128
Mcavernosa20091-RA	4425	1037	sp|Q9C0E2|XPO4_HUMAN	1151
Mcavernosa20094-RA	313	65	sp|Q9LTD8|Y5279_ARATH	500
Mcavernosa20101-RA	1436	236	sp|B8V7S0|CPP1_ACRMI	435
Mcavernosa20106-RA	1840	478	sp|Q8N4P6|LRC71_HUMAN	559
Mcavernosa20105-RA	663	218	sp|B2RQR8|ECE2_MOUSE	763
Mcavernosa20108-RA	1557	430	sp|Q569D5|SBP1_XENTR	472
Mcavernosa20102-RA	1007	187	sp|P80010|PLMN_HORSE	338
Mcavernosa20104-RA	900	296	sp|Q8IS64|ECE_LOCMI	727
Mcavernosa20100-RA	444	119	sp|A2AVA0|SVEP1_MOUSE	3567
Mcavernosa20113-RA	951	271	sp|Q6DIJ5|HM20A_XENTR	345
Mcavernosa20115-RA	2385	304	sp|Q9NP66|HM20A_HUMAN	347
Mcavernosa20116-RA	700	100	sp|Q9R0P6|SC11A_MOUSE	179
Mcavernosa20118-RA	780	185	sp|Q54NA6|MYBL_DICDI	855
Mcavernosa20117-RA	1055	236	sp|Q96ST3|SIN3A_HUMAN	1273
Mcavernosa20130-RA	495	138	sp|Q14185|DOCK1_HUMAN	1865
Mcavernosa20123-RA	255	37	sp|Q8IZD9|DOCK3_HUMAN	2030
Mcavernosa20127-RA	294	89	sp|B2RY04|DOCK5_MOUSE	1868
Mcavernosa20125-RA	900	292	sp|B2RY04|DOCK5_MOUSE	1868
Mcavernosa20136-RA	1857	273	sp|P21163|PNGF_ELIMR	354
Mcavernosa20131-RA	2433	620	sp|P23818|GRIA1_MOUSE	907
Mcavernosa20133-RA	2375	773	sp|Q6NS52|DGKB_MOUSE	802
Mcavernosa20134-RA	393	89	sp|P53809|PPCT_RAT	214
Mcavernosa20148-RA	1144	144	sp|P42297|YXIE_BACSU	148
Mcavernosa20141-RA	5362	403	sp|Q92900|RENT1_HUMAN	1129
Mcavernosa20146-RA	826	154	sp|P0A5F8|Y2019_MYCBO	317
Mcavernosa20149-RA	313	79	sp|Q9BQB6|VKOR1_HUMAN	163
Mcavernosa20143-RA	1009	143	sp|Q8LGG8|USPAL_ARATH	175
Mcavernosa20144-RA	949	149	sp|Q8LGG8|USPAL_ARATH	175
Mcavernosa20145-RA	964	129	sp|Q57951|Y531_METJA	170
Mcavernosa20154-RA	3710	1047	sp|Q32PF2|ACLY_BOVIN	1091
Mcavernosa20155-RA	3987	296	sp|Q9P2P5|HECW2_HUMAN	1572
Mcavernosa20161-RA	354	115	sp|B8V7Q1|PCDL_ACRMI	4467
Mcavernosa20151-RA	558	113	sp|Q9BQB6|VKOR1_HUMAN	163
Mcavernosa20163-RA	2706	898	sp|D4ACX8|PCD16_RAT	3291
Mcavernosa20162-RA	4110	1360	sp|B8V7Q1|PCDL_ACRMI	4467
Mcavernosa20179-RA	903	258	sp|Q9TT96|ADRB1_BOVIN	467
Mcavernosa20181-RA	1734	520	sp|D2GXS7|TRIM2_AILME	744
Mcavernosa20188-RA	1334	234	sp|B1WAX6|TIGAR_XENTR	275
Mcavernosa20185-RA	753	167	sp|K7Z9Q9|VMP_NEMVE	287
Mcavernosa20186-RA	351	43	sp|P59510|ATS20_HUMAN	1910
Mcavernosa20187-RA	567	136	sp|Q95J96|CD209_MACMU	404
Mcavernosa20189-RA	4120	404	sp|P30051|TEAD1_MOUSE	426
Mcavernosa20191-RA	2398	176	sp|Q923P0|COKA1_MOUSE	1320
Mcavernosa20202-RA	880	165	sp|B3EWZ6|MLRP2_ACRMI	7311
Mcavernosa20203-RA	432	141	sp|B3EWZ6|MLRP2_ACRMI	7311
Mcavernosa20209-RA	843	180	sp|A2AJX4|MALR1_MOUSE	2123
Mcavernosa20216-RA	995	257	sp|P17538|CTRB1_HUMAN	263
Mcavernosa20212-RA	1881	562	sp|P69526|TMPS9_RAT	1061
Mcavernosa20215-RA	234	73	sp|P80010|PLMN_HORSE	338
Mcavernosa20214-RA	1089	232	sp|P00767|CTRB_BOVIN	245
Mcavernosa20218-RA	854	204	sp|Q99542|MMP19_HUMAN	508
Mcavernosa20219-RA	1155	212	sp|P00774|CEL2A_RAT	271
Mcavernosa20229-RA	1357	280	sp|A2A7Y5|MIIP_MOUSE	387
Mcavernosa20230-RA	1102	109	sp|O95989|NUDT3_HUMAN	172
Mcavernosa20222-RA	717	93	sp|Q99895|CTRC_HUMAN	268
Mcavernosa20220-RA	267	58	sp|P69526|TMPS9_RAT	1061
Mcavernosa20224-RA	2212	668	sp|P00766|CTRA_BOVIN	245
Mcavernosa20243-RA	1437	421	sp|A0JPI9|LR74A_RAT	479
Mcavernosa20242-RA	10352	561	sp|P24733|MYS_ARGIR	1938
Mcavernosa20231-RA	3254	437	sp|Q6PD10|IP6K1_MOUSE	433
Mcavernosa20232-RA	3186	494	sp|P19137|LAMA1_MOUSE	3083
Mcavernosa20233-RA	4323	1405	sp|Q60675|LAMA2_MOUSE	3118
Mcavernosa20244-RA	1750	407	sp|A0JPI9|LR74A_RAT	479
Mcavernosa20253-RA	648	214	sp|Q5XGW6|CHM4B_XENLA	222
Mcavernosa20251-RA	624	181	sp|P51643|ARF1_XENLA	181
Mcavernosa20252-RA	1416	295	sp|Q766D5|B4GN4_MOUSE	1034
Mcavernosa20255-RA	582	184	sp|B9JB75|RF1_AGRRK	359
Mcavernosa20246-RA	1491	497	sp|Q9WVF7|DPOE1_MOUSE	2283
Mcavernosa20247-RA	1119	361	sp|Q07864|DPOE1_HUMAN	2286
Mcavernosa20248-RA	584	194	sp|Q752B8|DPOE_ASHGO	2180
Mcavernosa20249-RA	294	98	sp|Q9WVF7|DPOE1_MOUSE	2283
Mcavernosa20265-RA	1981	262	sp|G1T7U7|NAAA_RABIT	358
Mcavernosa20263-RA	2046	337	sp|G1T7U7|NAAA_RABIT	358
Mcavernosa20264-RA	984	294	sp|G1T7U7|NAAA_RABIT	358
Mcavernosa20262-RA	531	172	sp|Q6IQ73|CHM4C_DANRE	224
Mcavernosa20260-RA	648	215	sp|Q5XGW6|CHM4B_XENLA	222
Mcavernosa20273-RA	3102	562	sp|P08842|STS_HUMAN	583
Mcavernosa20271-RA	2118	552	sp|P08842|STS_HUMAN	583
Mcavernosa20269-RA	4324	755	sp|A7SK48|EIF3A_NEMVE	953
Mcavernosa20274-RA	1850	537	sp|P08842|STS_HUMAN	583
Mcavernosa20270-RA	951	140	sp|O55192|SC6A2_MOUSE	617
Mcavernosa20282-RA	1241	323	sp|P47990|XDH_CHICK	1358
Mcavernosa20275-RA	1430	382	sp|P47990|XDH_CHICK	1358
Mcavernosa20279-RA	606	169	sp|Q6GPJ8|CEP97_XENLA	807
Mcavernosa20283-RA	1201	226	sp|Q8IW35|CEP97_HUMAN	865
Mcavernosa20281-RA	1296	356	sp|Q9MYW6|XDH_FELCA	1331
Mcavernosa20280-RA	273	64	sp|P47989|XDH_HUMAN	1333
Mcavernosa20292-RA	1368	136	sp|C9JTQ0|ANR63_HUMAN	380
Mcavernosa20291-RA	1455	438	sp|P48442|CASR_RAT	1079
Mcavernosa20290-RA	688	60	sp|B3DM47|PBX2_XENTR	422
Mcavernosa20288-RA	939	273	sp|Q8WUJ3|CEMIP_HUMAN	1361
Mcavernosa20297-RA	6220	355	sp|Q8JZP9|GA2L1_MOUSE	678
Mcavernosa20302-RA	1970	636	sp|Q63356|MYO1E_RAT	1107
Mcavernosa20294-RA	4817	1138	sp|P97433|ARG28_MOUSE	1693
Mcavernosa20300-RA	1277	296	sp|Q9Y2U9|KLDC2_HUMAN	406
Mcavernosa20298-RA	759	190	sp|A6H8Z2|F221B_HUMAN	402
Mcavernosa20299-RA	813	256	sp|Q6DHV7|ADAL_HUMAN	355
Mcavernosa20308-RA	2367	203	sp|P20488|SYPH_BOVIN	313
Mcavernosa20306-RA	1450	286	sp|A0AUP1|CC112_MOUSE	442
Mcavernosa20310-RA	2332	147	sp|P51147|RAB5C_CANLF	216
Mcavernosa20307-RA	929	221	sp|Q8BND4|INT6L_MOUSE	861
Mcavernosa20314-RA	1029	265	sp|P50309|G6PI_CRIGR	558
Mcavernosa20313-RA	867	104	sp|Q9H0W7|THAP2_HUMAN	228
Mcavernosa20315-RA	5431	1260	sp|Q96JB1|DYH8_HUMAN	4490
Mcavernosa20323-RA	474	156	sp|Q20191|NAS13_CAEEL	450
Mcavernosa20317-RA	2526	805	sp|Q8TE73|DYH5_HUMAN	4624
Mcavernosa20318-RA	7337	2327	sp|Q8TE73|DYH5_HUMAN	4624
Mcavernosa20316-RA	261	86	sp|Q91XQ0|DYH8_MOUSE	4731
Mcavernosa20329-RA	2952	412	sp|Q8K337|I5P2_MOUSE	993
Mcavernosa20332-RA	1365	172	sp|P51512|MMP16_HUMAN	607
Mcavernosa20325-RA	3842	612	sp|Q8K337|I5P2_MOUSE	993
Mcavernosa20336-RA	414	117	sp|Q61603|GLRA4_MOUSE	456
Mcavernosa20341-RA	1646	396	sp|Q9H553|ALG2_HUMAN	416
Mcavernosa20338-RA	1287	375	sp|Q96LT7|CI072_HUMAN	481
Mcavernosa20339-RA	1615	349	sp|Q9JI44|DMAP1_MOUSE	468
Mcavernosa20347-RA	1347	213	sp|Q9UNQ2|DIM1_HUMAN	313
Mcavernosa20348-RA	1440	112	sp|O95490|AGRL2_HUMAN	1459
Mcavernosa20351-RA	1110	202	sp|Q8VIG3|RSPH1_MOUSE	301
Mcavernosa20353-RA	2437	467	sp|Q80TS3|AGRL3_MOUSE	1537
Mcavernosa20343-RA	4960	531	sp|P23469|PTPRE_HUMAN	700
Mcavernosa20342-RA	2309	323	sp|Q0R4F1|PIF1_XENLA	635
Mcavernosa20354-RA	1503	214	sp|Q0KIA2|Y9801_DROME	709
Mcavernosa20357-RA	1020	104	sp|Q9H0W7|THAP2_HUMAN	228
Mcavernosa20359-RA	1912	212	sp|Q5REE1|MIER1_PONAB	512
Mcavernosa20360-RA	3094	578	sp|Q6GPB9|DNAI4_XENLA	742
