Cladocopium83979	sp|Q8TCJ2|STT3B_HUMAN	7e-65
Cladocopium112288	sp|Q28056|ASPH_BOVIN	7e-21
Mcavernosa30504	sp|P07949|RET_HUMAN	2e-61
Mcavernosa33691	sp|Q15262|PTPRK_HUMAN	5e-28
Mcavernosa34285	sp|F1R983|CTIP_DANRE	2e-11
Mcavernosa20568	sp|Q9Z2Y8|PLPHP_MOUSE	3e-53
Mcavernosa18053	sp|Q2LAM0|FA2H_RAT	2e-102
Cladocopium237336	sp|Q9P273|TEN3_HUMAN	2e-49
Cladocopium20521	sp|P0CAZ0|TTL3B_TETTS	1e-31
Mcavernosa12833	sp|Q9H3N1|TMX1_HUMAN	2e-58
Mcavernosa04914	sp|B3EWZ3|CADN_ACRMI	5e-47
Cladocopium116350	sp|Q3T0I2|CATH_BOVIN	3e-44
Cladocopium438926	sp|Q9M1K2|PI5K4_ARATH	6e-23
Cladocopium276313	sp|O14105|RPE_SCHPO	2e-42
Cladocopium124973	sp|P0DN22|ALMA1_SYMXX	4e-08
Cladocopium301484	sp|O06179|Y1533_MYCTU	4e-27
Cladocopium287011	sp|Q05022|RRP5_YEAST	7e-67
Cladocopium191159	sp|P44910|TYPA_HAEIN	4e-128
Cladocopium35781	sp|O42936|LAS1_SCHPO	5e-15
Cladocopium115787	sp|I1RNL0|C9MT2_GIBZE	3e-72
Mcavernosa16452	sp|Q9Y210|TRPC6_HUMAN	8e-23
Mcavernosa04900	sp|P11047|LAMC1_HUMAN	1e-45
Cladocopium21018	sp|Q49W60|NMO_STAS1	4e-37
Cladocopium158216	sp|Q13976|KGP1_HUMAN	4e-63
Cladocopium79604	sp|O69060|HTXA_PSEST	1e-07
Mcavernosa04934	sp|C5H5C4|NOT1A_DANRE	6e-35
Cladocopium311753	sp|A8JFU2|CFA65_CHLRE	3e-15
Cladocopium119132	sp|A3KPE8|SDN1_ARATH	4e-16
Cladocopium210047	sp|P40978|RS19_ORYSJ	3e-55
Cladocopium115035	sp|Q9XU42|GCY27_CAEEL	3e-11
Mcavernosa17606	sp|Q06187|BTK_HUMAN	5e-43
Cladocopium297383	sp|O74327|AVT5_SCHPO	2e-47
Cladocopium54762	sp|P02598|CALM_TETPY	2e-10
Cladocopium348083	sp|P38650|DYHC1_RAT	4e-32
Mcavernosa01683	sp|Q6DF55|VASN_XENTR	4e-05
Mcavernosa13580	sp|O55125|NIPS1_MOUSE	7e-90
Mcavernosa05114	sp|P70302|STIM1_MOUSE	9e-61
Cladocopium54999	sp|P51327|FTSH_PORPU	2e-129
Mcavernosa30317	sp|A7SFB5|CGAS_NEMVE	2e-43
Cladocopium294157	sp|Q5XG87|PAPD7_HUMAN	3e-40
Cladocopium236441	sp|Q8VC42|RMC1_MOUSE	4e-12
Cladocopium190903	sp|P0AB73|ALF_SHIFL	2e-104
Mcavernosa19111	sp|Q8VIJ8|NPRL3_MOUSE	1e-63
Cladocopium313491	sp|P33116|SPAT_BACIU	5e-45
Mcavernosa14817	sp|Q8NBF2|NHLC2_HUMAN	5e-110
Mcavernosa02071	sp|Q9WVK8|CP46A_MOUSE	1e-38
Mcavernosa13763	sp|Q5JR12|PPM1J_HUMAN	2e-106
Cladocopium232551	sp|Q27256|WHITE_ANOGA	3e-79
Mcavernosa30430	sp|Q07076|ANXA7_MOUSE	3e-29
Mcavernosa28616	sp|O88277|FAT2_RAT	5e-07
Cladocopium179864	sp|Q8I615|ORC1_PLAF7	5e-42
Mcavernosa12277	sp|P51957|NEK4_HUMAN	3e-121
Cladocopium306489	sp|Q6AUV1|XDH_ORYSJ	2e-84
Mcavernosa17564	sp|Q6GQ33|CMKMT_XENLA	1e-68
Cladocopium278506	sp|P49736|MCM2_HUMAN	3e-54
Cladocopium331879	sp|Q766Z3|REV3_ARATH	3e-64
Mcavernosa23152	sp|Q14974|IMB1_HUMAN	1e-156
Cladocopium179279	sp|Q5LT18|DDDQ_RUEPO	6e-05
Mcavernosa17000	sp|A8MY62|BLML_HUMAN	2e-51
Cladocopium73501	sp|Q54Q92|LMD2A_DICDI	5e-24
Cladocopium342675	sp|P21158|CSGA_MYXXA	8e-05
Mcavernosa21073	sp|Q9Y334|VWA7_HUMAN	7e-25
Cladocopium117184	sp|G5ECS8|ADT1_CAEEL	2e-36
Cladocopium293285	sp|Q0HX86|Y1270_SHESR	5e-05
Mcavernosa27929	sp|E2JA28|DDAC_ENTAG	1e-37
Cladocopium123230	sp|A2XQE8|SAG39_ORYSI	1e-55
Cladocopium283765	sp|P22336|RFA1_YEAST	2e-12
Cladocopium57519	sp|Q5EAW4|MCM10_XENLA	3e-11
Mcavernosa04854	sp|Q08380|LG3BP_HUMAN	3e-24
Mcavernosa00050	sp|Q8CBH5|MFSD6_MOUSE	1e-06
Mcavernosa14552	sp|Q9UPN6|SCAF8_HUMAN	3e-50
Cladocopium43906	sp|C9J798|RAS4B_HUMAN	1e-05
Cladocopium35534	sp|Q9DCN1|NUD12_MOUSE	5e-36
Mcavernosa24808	sp|Q9NEZ7|BBS1_CAEEL	4e-87
Cladocopium202913	sp|Q8NEY3|SPAT4_HUMAN	2e-26
Cladocopium39013	sp|O60041|CALM_KLULA	1e-15
Mcavernosa07385	sp|Q84JE8|ZDP_ARATH	1e-45
Cladocopium324719	sp|Q6N063|OGFD2_HUMAN	1e-27
Cladocopium52658	sp|Q8L796|PI5K2_ARATH	6e-34
Mcavernosa12910	sp|Q28104|COPE_BOVIN	1e-79
Mcavernosa10275	sp|Q9JLV1|BAG3_MOUSE	1e-07
Cladocopium324387	sp|Q5DU56|NLRC3_MOUSE	2e-07
Mcavernosa12818	sp|Q17RP2|TIGD6_HUMAN	1e-17
Mcavernosa27285	sp|Q6P3D0|NUD16_MOUSE	1e-50
Cladocopium45852	sp|Q6F3I7|DAP4_PSEMX	2e-113
Cladocopium77671	sp|Q54HW1|PSD10_DICDI	1e-05
Mcavernosa07163	sp|Q20191|NAS13_CAEEL	6e-51
Mcavernosa14996	sp|Q9NRN9|METL5_HUMAN	3e-88
Cladocopium254906	sp|F2Z461|HERC6_MOUSE	3e-13
Mcavernosa16702	sp|P48441|IDUA_MOUSE	4e-65
Mcavernosa00836	sp|Q9Y376|CAB39_HUMAN	6e-110
Mcavernosa05136	sp|Q9Z2Z6|MCAT_MOUSE	6e-98
Mcavernosa21183	sp|Q14155|ARHG7_HUMAN	2e-120
Cladocopium299885	sp|Q38997|KIN10_ARATH	2e-82
Mcavernosa23257	sp|P01024|CO3_HUMAN	1e-109
Cladocopium312299	sp|Q9I8D1|MYO6_CHICK	8e-51
Cladocopium268635	sp|P0A9H7|CFA_ECOLI	5e-72
Mcavernosa24919	sp|Q9DBC3|CMTR1_MOUSE	5e-163
Mcavernosa01708	sp|Q8WUH2|TGFA1_HUMAN	6e-27
Cladocopium300743	sp|B7ZFT1|GLRX1_RHIID	2e-06
Cladocopium88262	sp|G5EFM9|NEKL3_CAEEL	7e-42
Cladocopium276039	sp|Q5TZ51|MPV17_DANRE	6e-06
Cladocopium54496	sp|Q8ZI40|DKGA_YERPE	2e-53
Cladocopium338003	sp|Q5ZKN2|PGRC1_CHICK	1e-09
Cladocopium199332	sp|Q9QZ85|IIGP1_MOUSE	2e-16
Cladocopium4505	sp|P46942|DB10_NICSY	7e-65
Cladocopium323668	sp|Q9NZT1|CALL5_HUMAN	5e-08
Cladocopium39618	sp|P73789|PPI2_SYNY3	2e-08
Mcavernosa01715	sp|P42765|THIM_HUMAN	2e-33
Mcavernosa18841	sp|Q9XWB9|BAT36_CAEEL	1e-14
Cladocopium35262	sp|Q850M0|KCO1_ORYSJ	2e-14
Mcavernosa28635	sp|Q8R205|ZC3HA_MOUSE	7e-31
Cladocopium279184	sp|B3LM95|HFA1_YEAS1	8e-25
Cladocopium283797	sp|Q3UGF1|WDR19_MOUSE	4e-148
Cladocopium184618	sp|B5Y1L4|CLCA_KLEP3	7e-17
Mcavernosa24060	sp|O00463|TRAF5_HUMAN	5e-05
Cladocopium300636	sp|Q7XQR9|MRE11_ORYSJ	1e-11
Mcavernosa07056	sp|Q14161|GIT2_HUMAN	4e-13
Cladocopium228387	sp|P51243|ATPD_PORPU	9e-12
Mcavernosa25701	sp|P22637|CHOD_BREST	2e-09
Mcavernosa31537	sp|Q91ZR4|NEK8_MOUSE	2e-106
Mcavernosa16767	sp|Q49LS8|XKR6_TETNG	2e-12
Mcavernosa33860	sp|G5E8F4|FPGT_MOUSE	2e-22
Mcavernosa15268	sp|Q8NG66|NEK11_HUMAN	5e-05
Cladocopium176912	sp|Q80ZD3|S2611_MOUSE	3e-16
Cladocopium164472	sp|Q5LRT0|DMDB_RUEPO	8e-121
Mcavernosa20306	sp|Q8NEF3|CC112_HUMAN	5e-49
Cladocopium271042	sp|Q965T6|KLP20_CAEEL	1e-21
Mcavernosa20615	sp|P41044|CAB32_DROME	1e-24
Cladocopium186709	sp|O28972|Y1297_ARCFU	4e-40
Cladocopium209236	sp|Q5HZH7|S38A8_MOUSE	3e-10
Mcavernosa14126	sp|Q923D5|WBP11_MOUSE	5e-10
Mcavernosa08055	sp|Q5WNE3|NGLY1_CAEBR	2e-15
Mcavernosa08291	sp|Q96C92|ENTR1_HUMAN	8e-05
Cladocopium44902	sp|Q52353|TERZ_SERMA	5e-31
Cladocopium294692	sp|Q8GYH8|SUT42_ARATH	5e-38
Mcavernosa25092	sp|Q07113|MPRI_MOUSE	1e-05
Cladocopium274669	sp|Q8BQQ1|ZDH14_MOUSE	1e-29
Mcavernosa20040	sp|Q5F2E8|TAOK1_MOUSE	1e-102
Mcavernosa22536	sp|Q5R796|FBX36_PONAB	2e-45
Cladocopium281109	sp|Q39EH1|Y5551_BURL3	3e-30
Cladocopium232807	sp|Q8BX90|FND3A_MOUSE	9e-22
Mcavernosa20145	sp|Q8LGG8|USPAL_ARATH	1e-13
Cladocopium384253	sp|Q9C0V1|AMT1_SCHPO	5e-13
Mcavernosa09847	sp|P54833|ADRB2_CANLF	3e-18
Cladocopium39369	sp|Q9C8H1|AB11C_ARATH	9e-69
Cladocopium236476	sp|Q9FL54|DNAJ6_ARATH	2e-11
Cladocopium114096	sp|Q8T3L6|FABD_DROME	1e-19
Mcavernosa00332	sp|O42335|PTC1_CYNPY	5e-40
Cladocopium227999	sp|Q54D67|Y2454_DICDI	2e-08
Mcavernosa01487	sp|Q0MQA3|NDUA6_PONPY	3e-18
Mcavernosa14227	sp|P51593|HUWE1_RAT	9e-173
Cladocopium173842	sp|P57759|ERP29_MOUSE	8e-23
Cladocopium285755	sp|P55189|YBAR_BACSU	9e-16
Mcavernosa21572	sp|Q5RCF1|ARF4_PONAB	1e-74
Cladocopium273192	sp|Q4V339|CBWD6_HUMAN	3e-28
Mcavernosa06587	sp|Q9XVI9|MLC5_CAEEL	4e-36
Cladocopium119671	sp|Q67K79|ALR_SYMTH	4e-17
Cladocopium157944	sp|L0MZK0|FC6_PHOAM	1e-07
Cladocopium257926	sp|P14273|CB2_CHLRE	4e-119
Cladocopium263746	sp|Q12955|ANK3_HUMAN	2e-13
Cladocopium219066	sp|Q8TBY9|CF251_HUMAN	3e-141
Cladocopium277249	sp|D5EV35|AXEA1_PRER2	4e-08
Mcavernosa16180	sp|Q8BH70|FBXL4_MOUSE	8e-53
Mcavernosa09212	sp|Q9JIS1|RIMS2_RAT	3e-32
Cladocopium292432	sp|Q6P3R8|NEK5_HUMAN	1e-32
Cladocopium311611	sp|Q94A76|GORK_ARATH	7e-29
Cladocopium304502	sp|A2VEY9|APP_DROME	3e-42
Cladocopium218066	sp|Q5REF6|ENTP7_PONAB	4e-27
Cladocopium171007	sp|A3LSZ2|ARO1_PICST	2e-79
Cladocopium270130	sp|Q5R6H6|DUS26_PONAB	2e-19
Cladocopium61863	sp|Q9Y2E8|SL9A8_HUMAN	1e-32
Cladocopium87097	sp|Q84R21|Y1559_ARATH	4e-16
Cladocopium91395	sp|B5BLH9|DNAJ_SALPK	7e-18
Mcavernosa05918	sp|Q7T3S3|CHSTB_DANRE	3e-30
Cladocopium335257	sp|Q9R1S8|CAN7_MOUSE	2e-34
Cladocopium153475	sp|P08965|MEI2_SCHPO	7e-16
Mcavernosa09646	sp|Q55FU9|RAB24_DICDI	5e-48
Cladocopium191171	sp|A6NCI4|VWA3A_HUMAN	2e-08
Mcavernosa15384	sp|Q9R1S0|B9D1_MOUSE	3e-81
Cladocopium301473	sp|Q8BW96|KCC1D_MOUSE	1e-22
Cladocopium296676	sp|Q7T2D0|SGSM3_DANRE	2e-05
Mcavernosa10632	sp|P62958|HINT1_BOVIN	8e-53
Cladocopium300292	sp|O94737|MAPK1_PNECA	6e-42
Mcavernosa16882	sp|P48547|KCNC1_HUMAN	1e-116
Mcavernosa02784	sp|Q6UWE0|LRSM1_HUMAN	2e-10
Cladocopium307963	sp|Q15024|EXOS7_HUMAN	4e-29
Cladocopium46444	sp|Q6MWS8|PPIL3_NEUCR	1e-05
Mcavernosa06144	sp|Q06807|TIE2_BOVIN	2e-21
Cladocopium53836	sp|Q9QXG2|RAE1_MOUSE	7e-32
Cladocopium235885	sp|Q8VHV7|HNRH1_RAT	4e-23
Mcavernosa22551	sp|Q7T0T9|PA24A_XENLA	1e-162
Cladocopium211322	sp|P41129|RL132_BRANA	8e-51
Cladocopium80167	sp|P84339|CALM_AGABI	2e-10
Cladocopium57139	sp|Q9FNJ9|CA1P_ARATH	1e-21
Mcavernosa01364	sp|Q9YHZ6|CDC45_XENLA	7e-49
Cladocopium291887	sp|Q9FEC1|OHP2_ARATH	5e-10
Mcavernosa10798	sp|Q28E61|NSUN2_XENTR	3e-45
Cladocopium283811	sp|A0A0I9QGZ2|TKT_GEOSE	3e-70
Cladocopium288768	sp|Q2NB82|ERA_ERYLH	3e-41
Cladocopium278214	sp|Q6B9X6|VWKA_DICDI	1e-19
Cladocopium283575	sp|P35627|CYPX_USEUD	6e-56
Mcavernosa28033	sp|Q5EAC5|ZN410_BOVIN	1e-57
Mcavernosa23248	sp|O76554|ACH4_CAEEL	2e-18
Mcavernosa15696	sp|P03360|POL_AVIRE	1e-07
Cladocopium323340	sp|Q8AVA3|CRVP_PSEPO	5e-14
Mcavernosa10103	sp|Q9QY01|ULK2_MOUSE	2e-43
Cladocopium312479	sp|Q8WWF6|DNJB3_HUMAN	5e-09
Cladocopium25614	sp|Q99PK0|SYF1_RAT	1e-07
Mcavernosa02172	sp|P98063|BMP1_MOUSE	5e-21
Mcavernosa18916	sp|O14234|CCH1_SCHPO	4e-63
Mcavernosa12039	sp|Q503C8|NUDC1_DANRE	4e-97
Mcavernosa13027	sp|Q9R1S4|XBP1_RAT	9e-18
Cladocopium48912	sp|C7R5S3|BAMB_KANKD	5e-05
Mcavernosa22586	sp|Q95029|CATL_DROME	8e-90
Cladocopium322084	sp|Q3JRV4|Y2304_BURP1	3e-68
Cladocopium271528	sp|Q07538|PRP4_SCHPO	2e-41
Cladocopium103542	sp|F1LNJ2|U520_RAT	6e-118
Cladocopium293797	sp|Q9NVN8|GNL3L_HUMAN	1e-18
Cladocopium115642	sp|Q8BHJ9|SLU7_MOUSE	3e-64
Cladocopium324795	sp|Q339X2|BGL34_ORYSJ	5e-105
Cladocopium302070	sp|Q23TC2|TTL3A_TETTS	9e-25
Mcavernosa09013	sp|Q67XX3|FB252_ARATH	3e-08
Cladocopium122241	sp|Q9FY46|SUT41_ARATH	1e-48
Cladocopium116357	sp|Q94B38|GPT2_ARATH	1e-62
Mcavernosa25708	sp|Q02977|YRK_CHICK	1e-07
Mcavernosa05914	sp|A5PJ65|RER1_BOVIN	3e-33
Mcavernosa18985	sp|Q05BQ1|TUTLA_MOUSE	3e-52
Cladocopium192813	sp|Q54HW1|PSD10_DICDI	1e-15
Mcavernosa17732	sp|Q6IMT0|KIP_ARATH	2e-12
Cladocopium111446	sp|P31072|6PGD_TRYBB	5e-157
Cladocopium317064	sp|Q9M9Y8|CRTSO_ARATH	8e-26
Mcavernosa07379	sp|Q8BIA4|FBXW8_MOUSE	2e-97
Cladocopium286417	sp|Q8WW35|TC1D2_HUMAN	9e-41
Mcavernosa23054	sp|H3BPM6|MKROS_HUMAN	1e-37
Mcavernosa19288	sp|Q60596|XRCC1_MOUSE	3e-27
Mcavernosa33868	sp|Q5ZHW4|RAB5B_CHICK	9e-17
Mcavernosa12931	sp|Q9H8V3|ECT2_HUMAN	4e-52
Cladocopium240679	sp|Q5BKC6|HBAP1_RAT	8e-11
Cladocopium187070	sp|Q9W0Y8|SCN60_DROME	2e-05
Mcavernosa00038	sp|Q7T6X2|YR826_MIMIV	1e-28
Cladocopium267984	sp|Q5N941|POLLU_ORYSJ	3e-25
Cladocopium50181	sp|Q6DFH9|NIP7_XENLA	9e-77
Cladocopium265066	sp|Q9SP35|TI172_ARATH	6e-40
Cladocopium228691	sp|A9MJT5|MDTL_SALAR	2e-11
Cladocopium101474	sp|O95180|CAC1H_HUMAN	1e-05
Cladocopium27853	sp|P27161|CALM_SOLLC	5e-08
Cladocopium188162	sp|P24784|DBP1_YEAST	1e-109
Cladocopium46570	sp|Q9SFB8|PI5K6_ARATH	1e-32
Cladocopium185401	sp|Q8KG38|GLMS_CHLTE	2e-89
Cladocopium160525	sp|Q5XEP2|HSOP2_ARATH	5e-13
Mcavernosa17063	sp|O88572|LRP6_MOUSE	1e-87
Cladocopium181060	sp|P31320|KAPR_BLAEM	1e-09
Cladocopium159173	sp|P46436|GST1_ASCSU	1e-18
Cladocopium116065	sp|A8IUG5|CFA99_CHLRE	2e-17
Cladocopium296482	sp|Q39613|CYPH_CATRO	5e-62
Cladocopium158478	sp|Q9PT84|KCNH6_CHICK	1e-07
Cladocopium118336	sp|Q40300|FCPF_MACPY	2e-36
Cladocopium116655	sp|Q641K5|NUAK1_MOUSE	2e-52
Cladocopium324688	sp|Q93VG8|PPDEX_ARATH	8e-19
Cladocopium228175	sp|Q8T1C6|GNT1_DICDI	5e-23
Cladocopium36846	sp|P40358|JEM1_YEAST	2e-07
Cladocopium275428	sp|C1AZ64|MSHA_RHOOB	7e-12
Cladocopium210710	sp|Q5H8C4|VP13A_MOUSE	1e-13
Mcavernosa32497	sp|Q0P4G6|GTR10_XENTR	4e-28
Cladocopium118980	sp|Q3MHW0|SRGEF_BOVIN	1e-12
Cladocopium179193	sp|Q12091|DAP1_YEAST	4e-15
Cladocopium82042	sp|Q9VYY9|EVI5_DROME	8e-34
Cladocopium114776	sp|Q15119|PDK2_HUMAN	6e-35
Mcavernosa06583	sp|Q9DER7|TLL1_CHICK	1e-29
Cladocopium147533	sp|Q7RTR2|NLRC3_HUMAN	9e-08
Cladocopium226151	sp|P29308|1433_SPIOL	1e-07
Cladocopium103525	sp|Q8H0Z4|GT121_ARATH	2e-27
Mcavernosa18398	sp|Q08E40|S39AC_BOVIN	2e-17
Mcavernosa17245	sp|Q32PY6|HENMT_RAT	2e-22
Mcavernosa09553	sp|P08567|PLEK_HUMAN	2e-32
Mcavernosa16324	sp|Q91ZV7|PLDX1_MOUSE	6e-17
Cladocopium231835	sp|Q9SAB0|DTX36_ARATH	1e-24
Cladocopium227028	sp|Q09854|MOK11_SCHPO	2e-44
Mcavernosa28157	sp|Q5ZI34|PXL2A_CHICK	8e-37
Cladocopium223109	sp|Q5UPD4|YL060_MIMIV	1e-39
Mcavernosa07721	sp|P21868|CSK21_CHICK	5e-35
Mcavernosa23836	sp|Q8IYT8|ULK2_HUMAN	4e-44
Cladocopium278270	sp|Q10113|MAL3_SCHPO	1e-05
Cladocopium47413	sp|P37366|CCL1_YEAST	3e-11
Cladocopium174404	sp|P58137|ACOT8_MOUSE	3e-27
Cladocopium266028	sp|Q9LIC2|TMN7_ARATH	5e-103
Cladocopium338223	sp|Q8K3U7|PRDX2_CRIGR	9e-57
Cladocopium296809	sp|Q9C952|CPSF3_ARATH	4e-86
Cladocopium269201	sp|Q6IMY8|HNRPU_RAT	3e-11
Mcavernosa17685	sp|Q9CXR1|DHRS7_MOUSE	2e-73
Cladocopium54695	sp|P25323|MYLKA_DICDI	1e-30
Cladocopium274390	sp|P44573|OPDA_HAEIN	1e-15
Cladocopium119807	sp|Q9LYT1|PAO3_ARATH	2e-47
Cladocopium320989	sp|Q9LYS6|CALS6_ARATH	5e-15
Cladocopium213480	sp|Q89PW2|AZOR1_BRADU	8e-15
Mcavernosa13218	sp|P37967|PNBA_BACSU	1e-39
Cladocopium270510	sp|Q8TBM8|DJB14_HUMAN	3e-13
Mcavernosa03971	sp|Q2VPA6|HELQ_MOUSE	2e-129
Mcavernosa02517	sp|Q8IS64|ECE_LOCMI	7e-41
Cladocopium165090	sp|O67327|CSP_AQUAE	4e-08
Mcavernosa16557	sp|Q6PBQ2|CHMP7_DANRE	2e-50
Mcavernosa16357	sp|A2AKX3|SETX_MOUSE	5e-61
Cladocopium295439	sp|Q9FMX6|DJC76_ARATH	2e-29
Cladocopium211205	sp|P94026|RBCMT_TOBAC	9e-09
Mcavernosa31834	sp|Q9BRP4|PAAF1_HUMAN	3e-11
Mcavernosa17513	sp|Q5EA25|SRPX2_BOVIN	8e-18
Mcavernosa32387	sp|P52826|CACP_COLLI	1e-81
Cladocopium46003	sp|X1WER2|UBA5_DANRE	2e-141
Cladocopium116040	sp|Q53B87|NOD2_PANTR	2e-11
Cladocopium215601	sp|Q8RXP6|WAV2_ARATH	7e-56
Mcavernosa10483	sp|A2VDD2|TC1DB_XENLA	3e-28
Cladocopium169146	sp|Q8BHY2|NOC4L_MOUSE	2e-12
Cladocopium96751	sp|Q9BQG1|SYT3_HUMAN	7e-07
Mcavernosa01769	sp|P52799|EFNB2_HUMAN	3e-10
Cladocopium96473	sp|Q10570|CPSF1_HUMAN	1e-20
Cladocopium337015	sp|Q3V0Q1|DYH12_MOUSE	1e-40
Cladocopium299491	sp|Q55793|CSD_SYNY3	1e-117
Mcavernosa21491	sp|A1L1W9|MOT10_DANRE	2e-07
Mcavernosa14714	sp|C3ZQF9|QRFPR_BRAFL	8e-18
Mcavernosa02052	sp|Q9JJZ1|GTR8_RAT	1e-103
Cladocopium272522	sp|Q9GLW9|PRDX5_PAPHA	7e-32
Cladocopium160961	sp|Q2JJG8|HEM1_SYNJB	5e-69
Mcavernosa13000	sp|Q5VXJ0|LIPK_HUMAN	4e-57
Mcavernosa10805	sp|A7YVH9|PYRD1_BOVIN	4e-159
Mcavernosa02355	sp|J3S6Y1|TSEAR_MOUSE	1e-27
Mcavernosa08708	sp|Q9Y519|T184B_HUMAN	1e-147
Mcavernosa15914	sp|Q8UVC3|INVS_CHICK	4e-47
Mcavernosa16513	sp|Q8K2H1|PPHLN_MOUSE	7e-07
Mcavernosa21314	sp|P43141|ADB4C_MELGA	4e-14
Cladocopium38839	sp|B5F860|MSRB_SALA4	9e-11
Cladocopium344220	sp|P27694|RFA1_HUMAN	6e-15
Cladocopium271997	sp|O83041|PIP_LEPBY	5e-51
