query	qlen.bp	qtrans.aa	hit	hlen.aa
comp379056_c0_seq1	284	88	sp|P00451|FA8_HUMAN	2351
comp405127_c0_seq1	243	70	sp|P14381|YTX2_XENLA	1308
comp413164_c0_seq1	254	81	sp|P86854|PLCL_MYTGA	156
comp401344_c0_seq1	324	95	sp|Q923J6|DYH12_RAT	3092
comp433850_c0_seq2	579	191	sp|Q8R4G6|MGT5A_MOUSE	740
comp410165_c0_seq1	502	91	sp|Q8T6B7|ABCF2_DICDI	593
comp387366_c0_seq1	225	45	sp|Q9XY92|SPEE_DICDI	284
comp416185_c0_seq1	332	65	sp|O88843|CRADD_MOUSE	199
comp446727_c0_seq1	265	41	sp|Q8L7S9|TRXY2_ARATH	167
comp393972_c0_seq1	348	98	sp|Q9QWJ9|NRP1_RAT	922
comp384774_c0_seq2	299	99	sp|Q924Z9|NET1_RAT	604
comp423698_c0_seq1	268	70	sp|P17658|KCNA6_HUMAN	529
comp444369_c0_seq1	347	115	sp|P07278|KAPR_YEAST	416
comp402863_c0_seq1	360	104	sp|P58307|OX1R_MOUSE	416
comp407345_c0_seq1	236	73	sp|B2HIL7|MSL7_MYCMM	2104
comp396309_c0_seq1	221	71	sp|P10978|POLX_TOBAC	1328
comp420463_c0_seq1	339	62	sp|Q9CD89|RNMT_MYCLE	229
comp390176_c0_seq1	292	97	sp|Q96AY4|TTC28_HUMAN	2481
comp402606_c0_seq1	275	44	sp|Q8IX30|SCUB3_HUMAN	993
comp414346_c0_seq1	224	47	sp|Q28997|ADRB2_PIG	418
comp437072_c0_seq1	217	41	sp|Q9ZW16|TRNHA_ARATH	260
comp388989_c0_seq1	247	79	sp|Q6J5K9|ARMI_DROME	1188
comp382928_c0_seq1	642	153	sp|P50900|GUX2_CLOSH	914
comp437514_c0_seq1	321	73	sp|Q6PCL0|TBX2B_XENLA	691
comp418159_c0_seq1	216	60	sp|Q96AY4|TTC28_HUMAN	2481
comp423290_c0_seq1	426	71	sp|Q9Y6Z7|COL10_HUMAN	277
comp423139_c0_seq1	210	56	sp|Q14BP6|LR74B_MOUSE	391
comp407777_c0_seq1	325	56	sp|Q09575|YRD6_CAEEL	1268
comp408721_c0_seq1	229	74	sp|P23385|GRM1_RAT	1199
comp397001_c0_seq1	268	87	sp|Q1HPS0|MLR_BOMMO	201
comp445436_c0_seq1	333	105	sp|P04323|POL3_DROME	1058
comp385148_c0_seq1	593	111	sp|P58308|OX2R_MOUSE	460
comp428990_c0_seq1	246	78	sp|Q9NUD5|ZCHC3_HUMAN	404
comp391634_c0_seq1	727	241	sp|P16066|ANPRA_HUMAN	1061
comp438286_c0_seq1	218	49	sp|P44849|Y736_HAEIN	508
comp414308_c0_seq5	230	54	sp|P09057|DCOR_RAT	461
comp412039_c0_seq1	272	87	sp|Q6QA69|ABHD5_RAT	351
comp385946_c0_seq1	288	91	sp|Q96DT5|DYH11_HUMAN	4516
comp387599_c0_seq1	335	110	sp|Q9Z1L4|XLRS1_MOUSE	224
comp419917_c0_seq1	324	105	sp|Q91X88|PMGT1_MOUSE	660
comp431193_c0_seq1	346	114	sp|Q5VYX0|RNLS_HUMAN	342
comp384589_c0_seq1	433	42	sp|Q9CWR2|SMYD3_MOUSE	428
comp415944_c0_seq1	232	74	sp|O69060|HTXA_PSEST	286
comp378584_c0_seq1	256	77	sp|O64782|SD129_ARATH	805
comp401547_c0_seq1	381	69	sp|Q03133|ERYA3_SACER	3172
comp398002_c0_seq1	225	74	sp|Q80XJ3|TTC28_MOUSE	2450
comp447506_c0_seq1	400	122	sp|A0A1F4|EYS_DROME	2176
comp394189_c0_seq1	243	57	sp|Q6QAP7|RS17_PIG	135
comp407971_c0_seq1	248	80	sp|Q5ENN5|RBL2_HETTR	740
comp428835_c0_seq1	289	85	sp|Q803A7|SPCS_DANRE	490
comp390776_c0_seq1	263	87	sp|Q86SG6|NEK8_HUMAN	692
comp433850_c0_seq3	231	71	sp|P97259|MGT5A_CRIGR	740
comp384774_c0_seq1	299	99	sp|Q924Z9|NET1_RAT	604
comp392910_c0_seq1	227	65	sp|Q55393|DFA1_SYNY3	573
comp410785_c0_seq1	220	66	sp|P0CT40|TF29_SCHPO	1333
comp399027_c0_seq1	273	62	sp|O00370|LORF2_HUMAN	1275
comp401574_c0_seq1	530	162	sp|B0CKN4|BETA_BRUSI	549
comp380243_c0_seq1	358	71	sp|P07572|POL_MPMV	867
comp378950_c0_seq1	210	42	sp|P53028|RL10A_TRYBR	214
comp390675_c0_seq1	412	136	sp|P68500|CNTN5_MOUSE	1098
comp448788_c0_seq1	305	33	sp|Q8L970|P4H7_ARATH	316
comp404929_c0_seq1	449	75	sp|Q96AY4|TTC28_HUMAN	2481
comp412782_c0_seq1	262	87	sp|Q37603|NU1M_PETMA	321
comp405927_c0_seq1	300	95	sp|Q6KEQ9|PC11X_PIG	1117
comp404626_c0_seq1	499	43	sp|Q8NET6|CHSTD_HUMAN	341
comp387780_c0_seq1	281	91	sp|Q9JLL0|CRIM1_MOUSE	1037
comp409930_c0_seq1	244	65	sp|Q9S7Q2|PP124_ARATH	862
comp428104_c0_seq1	287	86	sp|Q9D180|CFA57_MOUSE	1249
comp389374_c0_seq1	212	69	sp|P50475|SYAC_RAT	968
comp404599_c0_seq1	330	107	sp|H9JAQ7|TRIMR_BOMMO	532
comp390140_c0_seq1	481	144	sp|Q6QNK2|AGRD1_HUMAN	874
comp423989_c0_seq1	279	89	sp|Q8HZK2|DUOX2_PIG	1545
comp394564_c0_seq1	228	70	sp|Q9QYM0|MRP5_RAT	1436
comp408883_c0_seq1	234	46	sp|Q05024|TRI1_YEAST	226
comp446705_c0_seq1	257	85	sp|Q9JLF6|TGM1_MOUSE	815
comp378977_c0_seq1	336	101	sp|P81274|GPSM2_HUMAN	684
comp437144_c0_seq1	476	95	sp|Q4KLM4|KLH25_RAT	589
comp395492_c0_seq1	295	95	sp|Q6GQU2|KLH23_MOUSE	558
comp380477_c0_seq1	324	107	sp|Q5R7D3|HSP71_PONAB	641
comp442247_c0_seq1	443	146	sp|A9JR78|TONSL_DANRE	1427
comp415773_c0_seq1	231	76	sp|Q14435|GALT3_HUMAN	633
comp412076_c0_seq1	201	64	sp|Q8WXX0|DYH7_HUMAN	4024
comp417733_c0_seq1	416	132	sp|B5X4E0|CALUB_SALSA	316
comp422423_c0_seq1	301	71	sp|Q23H79|CF206_TETTS	635
comp420528_c0_seq1	232	75	sp|Q54ET0|GRLE_DICDI	816
comp425665_c0_seq1	241	76	sp|B3DLH6|MYOF_XENTR	1929
comp412908_c0_seq1	282	80	sp|P48733|UROM_BOVIN	643
comp414646_c0_seq1	423	88	sp|O43422|P52K_HUMAN	761
comp393523_c0_seq1	274	90	sp|A4Q9F4|TTL11_MOUSE	727
comp415740_c0_seq1	618	164	sp|Q03719|KCND1_MOUSE	651
comp404280_c0_seq1	492	162	sp|P22413|ENPP1_HUMAN	925
comp401339_c0_seq1	334	71	sp|Q5G271|NETR_PANTR	875
comp387891_c0_seq1	284	94	sp|Q5RDA4|LG3BP_PONAB	584
comp378309_c0_seq1	273	73	sp|Q5U593|STYXB_XENLA	223
comp442037_c0_seq1	261	75	sp|P36428|SYA_ARATH	1003
comp393762_c0_seq1	259	64	sp|O13161|VEGTB_XENLA	455
comp441745_c0_seq1	263	87	sp|P03279|CAP3_ADE02	585
comp422934_c0_seq1	203	59	sp|Q9P283|SEM5B_HUMAN	1151
comp395107_c0_seq1	569	188	sp|Q8N0V5|GNT2A_HUMAN	402
comp384246_c0_seq1	450	104	sp|F1LZF0|KLHL2_RAT	593
comp414206_c0_seq1	354	35	sp|P55023|TYRO_STRLN	273
comp401705_c0_seq1	317	49	sp|Q9QYP2|CELR2_RAT	2144
comp442597_c0_seq1	555	131	sp|Q8JI28|TLL1_XENLA	1007
comp449017_c0_seq1	281	88	sp|O77676|KGP1_RABIT	671
comp427990_c0_seq1	230	69	sp|Q13976|KGP1_HUMAN	671
comp422334_c0_seq1	221	73	sp|F7J220|SRCR1_PATPE	1128
comp434570_c0_seq1	336	110	sp|Q17551|RPM1_CAEEL	3766
comp394291_c0_seq1	350	54	sp|Q9UK53|ING1_HUMAN	422
comp397398_c0_seq1	404	128	sp|Q868Z9|PPN_DROME	2898
comp394036_c0_seq1	267	62	sp|O69060|HTXA_PSEST	286
comp411911_c0_seq1	261	86	sp|Q2PZI1|D19L1_HUMAN	675
comp405841_c0_seq1	387	101	sp|Q8CIZ8|VWF_MOUSE	2813
comp445186_c0_seq1	347	96	sp|Q8VCC9|SPON1_MOUSE	807
comp388518_c0_seq1	317	102	sp|Q4G148|GXLT1_HUMAN	440
comp392447_c0_seq1	269	71	sp|Q96AY4|TTC28_HUMAN	2481
comp384857_c0_seq1	254	83	sp|Q2PC93|SSPO_CHICK	5255
comp393869_c0_seq1	319	90	sp|Q6P8Y1|CAPSL_MOUSE	208
comp394832_c0_seq1	235	77	sp|A8MY62|BLML_HUMAN	500
comp417376_c0_seq1	241	77	sp|Q13395|TARB1_HUMAN	1621
comp436066_c0_seq1	254	75	sp|Q10209|YAY1_SCHPO	392
comp415272_c0_seq1	237	66	sp|O94168|SNF1_CANTR	619
comp391589_c0_seq1	234	77	sp|Q8VHE6|DYH5_MOUSE	4621
comp416888_c0_seq1	214	71	sp|Q8HXX7|GDIA_MACFA	447
comp430025_c0_seq1	292	91	sp|Q9YGN6|SMUG1_XENLA	281
comp397220_c0_seq1	337	105	sp|O50064|FIMB2_ARATH	654
comp397948_c0_seq1	284	94	sp|Q04743|EMX2_HUMAN	252
comp417106_c0_seq1	307	60	sp|Q9U1Y5|CHK2_CAEEL	476
comp444745_c0_seq1	252	76	sp|P00771|COGS_UCAPU	226
comp404742_c0_seq1	389	124	sp|O16025|AOSL_PLEHO	1066
comp425067_c0_seq1	243	56	sp|Q5XJA0|TYDP2_DANRE	369
comp418835_c0_seq1	278	92	sp|Q5G872|SCUB2_DANRE	1010
comp434842_c0_seq1	325	89	sp|Q6P5U7|NWD2_MOUSE	1742
comp391397_c0_seq1	355	59	sp|Q922Y2|TRI59_MOUSE	403
comp400545_c0_seq1	276	88	sp|O44001|HSP90_EIMTE	713
comp394141_c0_seq1	448	148	sp|D2H8V8|DCR1B_AILME	529
comp386438_c0_seq1	539	150	sp|P14381|YTX2_XENLA	1308
comp402276_c0_seq1	268	86	sp|Q03350|TSP2_MOUSE	1172
comp401662_c0_seq1	503	157	sp|I0IUP4|MCM9_CHICK	1169
comp409850_c0_seq1	320	106	sp|Q75XW3|CAX_APHHA	373
comp426709_c0_seq1	471	99	sp|B0V2N1|PTPRS_MOUSE	1907
comp410266_c0_seq1	459	95	sp|Q9CL21|RECQ_PASMU	632
comp411926_c0_seq1	241	80	sp|Q8NFN8|GP156_HUMAN	814
comp426819_c0_seq1	314	99	sp|P98110|LYAM2_PIG	484
comp414308_c0_seq4	230	38	sp|P09057|DCOR_RAT	461
comp400228_c0_seq1	345	95	sp|Q6F3A6|CDPKA_ORYSJ	599
comp395349_c0_seq1	463	154	sp|Q09470|KCNA1_HUMAN	495
comp386865_c0_seq1	530	81	sp|Q9DBR7|MYPT1_MOUSE	1029
comp391746_c0_seq1	205	60	sp|P30551|CCKAR_RAT	444
comp397386_c0_seq2	582	145	sp|A2AVA0|SVEP1_MOUSE	3567
comp403873_c0_seq1	340	111	sp|Q9CZR2|NALD2_MOUSE	740
comp412493_c0_seq1	264	82	sp|Q9V477|TOLL8_DROME	1346
comp404939_c0_seq1	338	81	sp|Q5NVM3|THA10_PONAB	264
comp404506_c0_seq1	410	92	sp|Q8L7N4|SP1_ARATH	343
comp445890_c0_seq1	407	105	sp|Q80XI3|IF4G3_MOUSE	1579
comp422501_c0_seq1	203	50	sp|P54279|PMS2_MOUSE	859
comp389286_c0_seq1	496	164	sp|Q99315|YG31B_YEAST	1547
comp449990_c0_seq1	237	78	sp|Q8UWJ4|DLLD_DANRE	717
comp413980_c0_seq1	311	90	sp|P78357|CNTP1_HUMAN	1384
comp454198_c0_seq1	214	70	sp|Q21219|PEPT1_CAEEL	835
comp529241_c0_seq1	212	64	sp|Q6NZL8|SCUB1_MOUSE	1018
comp508761_c0_seq1	453	128	sp|Q39709|FCP_ISOGA	208
comp531798_c0_seq1	252	52	sp|P27484|GRP2_NICSY	214
comp498139_c0_seq2	650	68	sp|P52736|ZN133_HUMAN	654
comp524871_c0_seq1	206	63	sp|P28996|EF2_PARKE	845
comp511269_c0_seq1	311	64	sp|Q923L3|CSMD1_MOUSE	3564
comp472141_c0_seq1	233	67	sp|Q80UN9|MOD5_MOUSE	467
comp520846_c0_seq1	299	97	sp|P81274|GPSM2_HUMAN	684
comp523750_c0_seq1	232	67	sp|O75417|DPOLQ_HUMAN	2590
comp514501_c0_seq1	292	75	sp|Q8BMF3|MAON_MOUSE	604
comp505220_c0_seq1	215	71	sp|Q6DIB5|MEG10_MOUSE	1147
comp484582_c0_seq1	216	72	sp|O00370|LORF2_HUMAN	1275
comp537393_c0_seq1	300	99	sp|Q6B8V2|DNAK_GRATL	621
comp482691_c0_seq1	252	64	sp|Q9P2S2|NRX2A_HUMAN	1712
comp512125_c0_seq1	265	77	sp|P08236|BGLR_HUMAN	651
comp513898_c0_seq1	204	65	sp|Q9DC40|TELO2_MOUSE	840
comp537753_c0_seq1	210	65	sp|Q593B6|FA5_PSETE	1459
comp546738_c0_seq1	226	73	sp|Q9WV18|GABR1_MOUSE	960
comp473690_c0_seq1	257	85	sp|P49683|PRLHR_HUMAN	370
comp536083_c0_seq1	231	68	sp|P13497|BMP1_HUMAN	986
comp519732_c0_seq1	209	66	sp|Q04861|NFKB1_CHICK	983
comp472728_c0_seq1	269	88	sp|P21734|UBC1_YEAST	215
comp465831_c0_seq1	278	88	sp|P59723|HIF1N_DANRE	344
comp451436_c0_seq1	269	65	sp|Q8C9M2|CCD15_MOUSE	810
comp492856_c0_seq1	206	38	sp|Q07412|TPIS_PLAFA	248
comp466353_c0_seq2	561	175	sp|P07584|ASTA_ASTAS	251
comp472086_c0_seq1	204	68	sp|P18445|RL27A_RAT	148
comp531852_c0_seq1	407	70	sp|Q99246|CAC1D_MOUSE	2179
comp454302_c0_seq1	384	125	sp|P14381|YTX2_XENLA	1308
comp506065_c0_seq1	332	95	sp|Q09575|YRD6_CAEEL	1268
comp550917_c0_seq1	305	97	sp|Q28997|ADRB2_PIG	418
comp459939_c0_seq1	216	61	sp|Q96C45|ULK4_HUMAN	1275
comp489759_c0_seq1	339	72	sp|P32023|KGP25_DROME	934
comp481548_c0_seq1	410	107	sp|Q5ZQU0|SNED1_RAT	1403
comp555207_c0_seq1	326	104	sp|Q7Z442|PK1L2_HUMAN	2459
comp478619_c0_seq1	464	140	sp|Q8K0U4|HS12A_MOUSE	675
comp544466_c0_seq1	308	97	sp|Q9YIB7|ZIC2B_XENLA	497
comp485271_c0_seq1	247	74	sp|O70277|TRIM3_RAT	744
comp528121_c0_seq1	234	35	sp|Q78P75|DYL2_RAT	89
comp544135_c0_seq1	568	71	sp|A0JNU3|LPP60_MOUSE	564
comp517807_c0_seq1	204	66	sp|O15439|MRP4_HUMAN	1325
comp516101_c0_seq1	234	65	sp|Q9VAQ5|DIM1_DROME	306
comp494327_c0_seq1	221	72	sp|Q9N2A2|ACM3_PONPY	590
comp533346_c0_seq1	226	69	sp|P86221|TBB4B_MESAU	290
comp516709_c0_seq1	229	75	sp|Q7LHG5|YI31B_YEAST	1498
comp449710_c0_seq1	268	89	sp|Q805E5|CHSTE_DANRE	367
comp472483_c0_seq1	247	77	sp|P07313|MYLK2_RABIT	608
comp548855_c0_seq1	208	69	sp|Q5Q995|KTAP2_IXOSC	135
comp469180_c0_seq1	215	67	sp|Q27677|ACES_LEPDE	629
comp485450_c0_seq1	362	102	sp|Q9DEY9|BLM_XENLA	1364
comp531351_c0_seq1	205	61	sp|P28492|GLSL_RAT	602
comp502631_c0_seq1	213	65	sp|Q9ERB4|CSPG2_RAT	2738
comp500394_c0_seq1	213	68	sp|Q6T1X6|RMD_ANETH	309
comp546846_c0_seq1	312	101	sp|Q07536|MMSA_BOVIN	537
comp523633_c0_seq1	510	150	sp|P23412|PROF_TETPY	153
comp474565_c0_seq1	654	211	sp|Q90705|EF2_CHICK	858
comp486527_c0_seq1	258	81	sp|Q8RWL2|CDPKT_ARATH	534
comp507900_c0_seq1	341	66	sp|Q6PAV5|CARFB_XENLA	413
comp455214_c0_seq1	231	73	sp|Q9LFH0|AB37G_ARATH	1450
comp503853_c0_seq1	349	92	sp|Q6NVD0|FREM2_MOUSE	3160
comp538309_c0_seq1	352	95	sp|D4A7P2|LRRT2_RAT	515
comp526105_c0_seq1	202	47	sp|Q8BUZ3|TIGD4_MOUSE	513
comp471083_c0_seq1	313	104	sp|Q9NYC9|DYH9_HUMAN	4486
comp543431_c0_seq1	240	74	sp|O00463|TRAF5_HUMAN	557
comp528793_c0_seq1	277	90	sp|O75899|GABR2_HUMAN	941
comp521844_c0_seq1	352	113	sp|Q45VK7|DYHC2_MOUSE	4306
comp496523_c0_seq1	288	88	sp|Q5BP74|KC1D_XENLA	415
comp464019_c0_seq1	451	91	sp|P93484|VSR1_PEA	623
comp468339_c0_seq1	208	65	sp|Q9UI17|M2GD_HUMAN	866
comp491393_c0_seq1	354	118	sp|P51892|DNLI1_XENLA	1070
comp497830_c0_seq1	222	69	sp|P27643|SP5K_BACSU	322
comp510765_c0_seq1	264	78	sp|O02835|NPY1R_PIG	383
comp473780_c0_seq1	223	56	sp|Q708S4|ASI4A_DANRE	539
comp470182_c0_seq1	294	83	sp|Q0J9V3|KN14H_ORYSJ	788
comp517901_c0_seq1	236	78	sp|W7MLD7|FUS1_GIBM7	3916
comp457192_c0_seq1	201	66	sp|Q9C0G6|DYH6_HUMAN	4158
comp469550_c0_seq1	228	64	sp|Q0VC00|ABHD3_BOVIN	411
comp455059_c0_seq1	536	152	sp|P08548|LIN1_NYCCO	1260
comp515799_c0_seq1	226	74	sp|Q5ZKZ9|LMF2_CHICK	714
comp505424_c0_seq1	213	70	sp|P0CT40|TF29_SCHPO	1333
comp521412_c0_seq1	231	54	sp|P53014|MLE_CAEEL	153
comp496785_c0_seq1	243	77	sp|Q27802|DYHC2_TRIGR	4318
comp478561_c0_seq1	336	70	sp|D3ZSK5|SETD6_RAT	474
comp540217_c0_seq1	299	56	sp|A7STV9|SLX1_NEMVE	270
comp480462_c0_seq1	393	85	sp|P10401|POLY_DROME	1035
comp465279_c0_seq1	221	73	sp|Q16549|PCSK7_HUMAN	785
comp550018_c0_seq1	259	85	sp|Q1LZ78|NTPCR_BOVIN	190
comp528617_c0_seq1	203	67	sp|Q3U4G0|CO041_MOUSE	281
comp541244_c0_seq1	279	69	sp|B8VIW9|FP_ACRMI	1280
comp550069_c0_seq1	294	76	sp|Q62151|RAGE_MOUSE	402
comp525057_c0_seq1	233	77	sp|P46934|NEDD4_HUMAN	1319
comp521920_c0_seq1	330	110	sp|Q9JK30|ORC3_MOUSE	715
comp476618_c0_seq1	213	68	sp|Q28DL4|TRAF6_XENTR	558
comp525580_c0_seq1	441	145	sp|Q9MYM7|B3GT1_PONPY	326
comp532100_c0_seq1	351	115	sp|Q0IH87|PAX3B_XENLA	483
comp488545_c0_seq1	223	73	sp|Q5RD64|CNTP2_PONAB	1331
comp486294_c0_seq1	357	59	sp|Q25322|OAR2_LOCMI	484
comp483943_c0_seq1	260	70	sp|C3YWU0|FUCO_BRAFL	449
comp472723_c0_seq1	212	62	sp|P30975|TLR2_DROME	519
comp550521_c0_seq1	232	71	sp|P11442|CLH1_RAT	1675
comp474317_c0_seq1	354	108	sp|P14381|YTX2_XENLA	1308
comp527802_c0_seq1	216	29	sp|P10493|NID1_MOUSE	1245
comp489557_c0_seq1	411	128	sp|Q2KHW8|GEMI6_BOVIN	166
comp499752_c0_seq1	263	70	sp|Q86Y13|DZIP3_HUMAN	1208
comp515589_c0_seq1	214	71	sp|H2LRU7|PKD2_ORYLA	901
comp465172_c0_seq1	415	57	sp|Q9NQX0|PRDM6_HUMAN	595
comp509705_c0_seq1	246	70	sp|Q4VA61|DSCL1_MOUSE	2053
comp490682_c0_seq1	388	120	sp|Q6L9W6|B4GN3_HUMAN	998
comp478338_c0_seq1	243	72	sp|Q9U8W8|TL5A_TACTR	292
comp472400_c0_seq1	204	52	sp|B3EWZ5|MLRP1_ACRMI	5145
comp476631_c0_seq1	479	123	sp|P11276|FINC_MOUSE	2477
comp520229_c0_seq1	230	76	sp|Q02357|ANK1_MOUSE	1862
comp515492_c0_seq1	234	77	sp|P18910|ANPRA_RAT	1057
comp450909_c0_seq1	324	93	sp|Q64674|SPEE_MOUSE	302
comp453505_c0_seq1	238	62	sp|Q6L8S8|B4GN3_MOUSE	986
comp485475_c0_seq2	263	66	sp|O70511|ANK3_RAT	2622
comp507498_c0_seq1	281	90	sp|Q8NFY9|KBTB8_HUMAN	601
comp462430_c0_seq1	239	75	sp|Q66JD7|ACBD6_XENTR	286
comp475707_c0_seq1	381	72	sp|Q86UK0|ABCAC_HUMAN	2595
comp545624_c0_seq1	235	71	sp|P48441|IDUA_MOUSE	634
comp475837_c0_seq1	366	121	sp|Q90922|NET1_CHICK	606
comp491282_c0_seq1	334	83	sp|Q9USS0|PNC1_SCHPO	220
comp521321_c0_seq1	362	118	sp|D4AYS6|A1345_ARTBC	716
comp519102_c0_seq1	221	57	sp|Q9CYL5|GAPR1_MOUSE	154
comp536611_c0_seq1	212	70	sp|Q8BYK4|RDH12_MOUSE	316
comp481846_c0_seq1	368	94	sp|Q5R8Z6|MCFD2_PONAB	146
comp464577_c0_seq1	251	83	sp|Q6R5J2|DISP1_DANRE	1464
comp506554_c0_seq1	509	105	sp|Q8NBN7|RDH13_HUMAN	331
comp488858_c0_seq1	348	115	sp|Q460N3|PAR15_HUMAN	678
comp473964_c0_seq1	203	66	sp|Q96AY4|TTC28_HUMAN	2481
comp473623_c0_seq1	232	76	sp|Q0V8T7|CTP5C_MOUSE	1305
comp491562_c0_seq1	250	77	sp|O88277|FAT2_RAT	4351
comp503730_c0_seq1	244	57	sp|Q8N865|CG031_HUMAN	590
comp470670_c0_seq1	495	29	sp|P86221|TBB4B_MESAU	290
comp548260_c0_seq1	314	98	sp|Q642H9|RS4X_DANRE	263
comp501805_c0_seq1	231	53	sp|Q708S3|ASI4B_DANRE	558
comp516627_c0_seq1	208	66	sp|Q8TGW7|SKP1_ARTOT	165
comp511798_c0_seq1	250	66	sp|Q58A42|DD3_DICDI	616
comp545413_c0_seq1	234	69	sp|Q09575|YRD6_CAEEL	1268
comp489999_c0_seq1	323	86	sp|Q97W73|SSB_SULSO	148
comp469737_c0_seq1	263	45	sp|Q8BRJ4|PPR3E_MOUSE	279
comp548837_c0_seq1	238	65	sp|Q4LDE5|SVEP1_HUMAN	3571
comp510248_c0_seq1	477	52	sp|P29275|AA2BR_HUMAN	332
comp517406_c0_seq1	371	76	sp|Q91169|PIT1_ONCKE	365
comp467567_c0_seq1	243	57	sp|Q8WXS8|ATS14_HUMAN	1223
comp495712_c0_seq1	227	70	sp|Q9GZQ4|NMUR2_HUMAN	415
comp478437_c0_seq1	217	38	sp|Q6AZB8|HARB1_DANRE	349
comp546253_c0_seq1	254	53	sp|P22460|KCNA5_HUMAN	613
comp510106_c0_seq1	335	92	sp|Q8CGS6|DPOLQ_MOUSE	2544
comp493711_c0_seq1	253	82	sp|P25167|RPC2_DROME	1137
comp456177_c0_seq1	521	133	sp|P38766|RRM3_YEAST	723
comp490078_c0_seq1	310	88	sp|O77469|FBLN1_CAEEL	728
comp481506_c0_seq1	346	113	sp|O95427|PIGN_HUMAN	931
comp489373_c0_seq1	268	60	sp|Q91ZI0|CELR3_MOUSE	3301
comp552269_c0_seq1	294	75	sp|B0UYT5|MFD6B_DANRE	747
comp529949_c0_seq1	250	83	sp|Q03498|VATA_PLAFA	611
comp466237_c0_seq1	284	93	sp|Q9UQ84|EXO1_HUMAN	846
comp525629_c0_seq1	201	44	sp|Q3SZR9|TSN3_BOVIN	253
comp454040_c0_seq1	317	100	sp|O18956|ENTP1_BOVIN	513
comp475395_c0_seq1	235	63	sp|Q9NP95|FGF20_HUMAN	211
comp549332_c0_seq1	237	57	sp|Q9LV03|GLUT1_ARATH	2208
comp467551_c0_seq1	242	76	sp|Q52KN7|CPE1B_XENLA	568
